cell_line,drug,moa,n_cells,effect_size,effect_cosine,n_deg,replicate_noise,snr,nn_drug,nn_dist,isolation,ceiling_nir
CVCL_0131,Saquinavir,unclear,13,2.3553300359798475,0.08786484212853785,131,4.407478264448048,0.5343940218556716,Radotinib,3.2717203284752694,0.7423111657443396,0.5384615384615384
CVCL_0131,Selinexor,unclear,19,2.298068784827375,0.08750808600279003,134,3.5401287106761057,0.6491483707631868,Radotinib,3.2580540170062187,0.9203207801967134,0.8571428571428571
CVCL_0131,Sivelestat (sodium tetrahydrate),unclear,13,2.857440591205795,0.11900776198360896,163,4.324768329087863,0.6607152970453929,Radotinib,3.8120390807645275,0.8814435342409485,0.7582417582417582
CVCL_0131,Sodium Salicylate,Cyclooxygenase inhibitor,11,2.4952662127277763,0.09315031618526348,179,4.677410686794258,0.5334716961614394,Radotinib,3.6763927733391832,0.7859888770765308,0.32967032967032966
CVCL_0131,Sonidegib,Sonic inhibitor,9,2.8079886740334246,0.10485874574539478,205,5.232282715749868,0.5366660837307213,Radotinib,4.412453338792943,0.8433132493989423,0.10989010989010989
CVCL_0131,Sulfisoxazole,unclear,19,2.1843715277429685,0.0759309821133688,126,3.4836866468566923,0.6270287052694342,Radotinib,2.818062164811912,0.8089310120227464,0.8901098901098901
CVCL_0131,Terfenadine,unclear,14,2.2026813493547666,0.0752340724077688,125,4.159309173968304,0.5295786529024091,Radotinib,3.063841294310564,0.7366226375971521,0.6263736263736264
CVCL_0131,Tetracycline (hydrochloride),unclear,8,2.962784958968199,0.15582930340204115,273,5.572148815446425,0.5317131787211302,Radotinib,4.290661870895172,0.7700192534343532,0.17582417582417584
CVCL_0131,Thymol,unclear,14,2.1730944181046,0.08298977020781917,184,4.028972772662126,0.5393668661276998,Radotinib,3.24732961653488,0.805994430781229,0.6483516483516484
CVCL_0131,Tofacitinib (citrate),JAK/STAT inhibitor,14,2.405528300589055,0.09299497274622692,140,4.088429237108083,0.588374693820208,Radotinib,3.2035524651659095,0.7835655894663145,0.6813186813186813
CVCL_0131,Tolcapone,unclear,15,2.5450571924813836,0.07385243729950586,92,4.445051951558854,0.5725596056506936,Radotinib,3.383418102854589,0.761165030178791,0.43956043956043955
CVCL_0131,Triclosan,unclear,24,1.9484307901991857,0.06612066311295217,121,3.073780078758882,0.6338875066774182,Norepinephrine (hydrochloride),2.7944776225150445,0.9091338843094419,0.9120879120879121
CVCL_0131,Trifluridine,DNA synthesis/repair inhibitor,22,2.2078859892248714,0.07510081031057769,83,3.3328443498637412,0.6624629768009231,Radotinib,2.8208653436621147,0.8463837633994045,0.9120879120879121
CVCL_0131,Tucidinostat,HDAC inhibitor,23,2.0017515332126696,0.06483718388379045,115,3.285553044097865,0.6092586259742774,Radotinib,2.898464108693458,0.8821845423863207,0.9560439560439561
CVCL_0131,Valdecoxib,Cyclooxygenase inhibitor,11,2.483672989166494,0.08778244757817444,159,4.7562695440186085,0.5221892843078905,Radotinib,3.766826094446706,0.7919706945927387,0.3076923076923077
CVCL_0131,Vemurafenib,RAF inhibitor,11,2.812919225322659,0.07830348328388437,130,4.594943422603736,0.6121771187617173,Radotinib,3.4878618531224497,0.7590652446262427,0.6703296703296703
CVCL_0131,Verteporfin,unclear,9,2.9550825320970837,0.15349923231132134,278,4.786225426835943,0.6174139888038279,Norepinephrine (hydrochloride),4.137303093498179,0.8644187693919901,0.37362637362637363
CVCL_0131,Vilanterol,Adrenoceptor agonist,15,2.329492380377766,0.0907607358656457,150,3.8957508712850286,0.5979572250238305,Norepinephrine (hydrochloride),3.1813978781584162,0.8166327835817232,0.7582417582417582
CVCL_0131,Vinblastine (sulfate),Microtubule inhibitor,9,2.9703019180888597,0.15414175735022595,271,5.011645259637248,0.5926800011188054,Radotinib,4.101744025373844,0.8184426097370538,0.31868131868131866
CVCL_0131,Vitamin K4,unclear,9,2.7675560791794935,0.12246005093814494,226,5.012854478761164,0.5520918452560875,Radotinib,4.051697148109083,0.8082614736325613,0.24175824175824176
CVCL_0131,palbociclib,CDK inhibitor,9,3.2612165831324553,0.11892522120907378,151,5.89182714626252,0.5535153191317244,Radotinib,3.9168291519027565,0.664790234789457,0.23076923076923078
CVCL_0152,(R)-Verapamil (hydrochloride),unclear,9,2.685487185219292,0.07947500662187268,125,4.950223702538644,0.5424981468700257,ML264,3.9898925817119584,0.8060024801840379,0.07228915662650602
CVCL_0152,8-Hydroxyquinoline,unclear,16,2.1274447442490123,0.07891069758817137,118,3.6761030176936513,0.5787228306740296,ML264,2.9432870261087087,0.8006541198498013,0.7228915662650602
CVCL_0152,AT7519,CDK inhibitor,15,2.1800798280018863,0.09179114912724429,165,3.7371132044179554,0.5833593227587087,ML264,2.9260377768963033,0.7829673913643259,0.6506024096385542
CVCL_0152,Acetohexamide,unclear,11,2.2718839511132622,0.09540216195539342,170,4.348085935979908,0.5225020812752769,ML264,3.3056058184957364,0.7602439020678572,0.3253012048192771
CVCL_0152,Adagrasib,RAS inhibitor,11,2.9753607845003924,0.06353061747062505,91,4.647607795746373,0.640191882633369,Amsacrine,4.110224012885807,0.8843741110529173,0.3132530120481928
CVCL_0152,Adenine,unclear,12,2.351714665835215,0.10121009237394363,184,4.297955966031364,0.5471704885815141,ML264,3.190740222674641,0.7423855078768754,0.37349397590361444
CVCL_0152,Adenosine,unclear,18,2.0149693408166627,0.07623460184139208,133,3.574944259019643,0.5636365757963532,ML264,2.7287904340116347,0.7633099249385082,0.7349397590361446
CVCL_0152,Almonertinib (hydrochloride),EGFR/ERBB inhibitor,12,2.289370231473217,0.08801625823762182,138,4.44042591010682,0.5155744691657614,ML264,3.340560466481231,0.7523063179317565,0.30120481927710846
CVCL_0152,Amsacrine,DNA synthesis/repair inhibitor,26,1.805451515941336,0.0571349794675704,72,3.0310191745562736,0.5956582297786503,ML264,2.471083551960704,0.8152649025463385,0.9036144578313253
CVCL_0152,Anastrozole,unclear,8,2.826078174965167,0.11694618464002937,193,5.536550234099696,0.5104402661352748,ML264,3.7366126420712464,0.6748990768759566,0.060240963855421686
CVCL_0152,Anethole trithione,unclear,14,2.534932102368422,0.06837786584547068,98,3.946647498258737,0.6423001049591673,ML264,3.3683192576285417,0.8534634165110124,0.6867469879518072
CVCL_0152,Atazanavir (sulfate),unclear,44,1.5559175536031464,0.04277479275508844,69,2.4481344514527854,0.6355523295216998,Erlotinib,2.0859916021443783,0.8520739540700053,0.9879518072289156
CVCL_0152,Azithromycin (hydrate),unclear,20,1.8410061899986192,0.05723297484793366,94,3.167635292960835,0.5811925994415235,ML264,2.574067326784538,0.8126148021221596,0.9036144578313253
CVCL_0152,Baicalin,unclear,15,2.133078274990941,0.06256158012881163,81,4.068315221291624,0.5243148966991115,ML264,3.063953245093236,0.7531258219761252,0.4578313253012048
CVCL_0152,Berberine (chloride hydrate),unclear,22,1.914289334906372,0.06370467022595472,92,3.1710431605287126,0.6036781078019764,ML264,2.5758426902289413,0.8123013657749986,0.9036144578313253
CVCL_0152,Bergenin,unclear,11,2.3462629162929876,0.07996481673821165,97,4.43906767129129,0.5285485804748902,ML264,3.436807905646483,0.7742184080394392,0.1927710843373494
CVCL_0152,Busulfan,DNA synthesis/repair inhibitor,11,2.82197421221299,0.09082348226166137,143,4.359896890324458,0.6472570987803756,ML264,3.794426183250042,0.8703018164651288,0.46987951807228917
CVCL_0152,Cepharanthine,unclear,8,2.7837050743218557,0.10180620909616389,129,5.722926324641238,0.48641287977726366,ML264,4.0433103362949305,0.7065109887725839,0.012048192771084338
CVCL_0152,Chlorhexidine (diacetate),unclear,9,2.5700862162166187,0.126529338513944,223,4.813515664289839,0.533931204438242,ML264,3.873068277543493,0.8046235948242012,0.2289156626506024
CVCL_0152,Ciclopirox,unclear,19,1.995450469349471,0.07898049013344732,146,2.9884910630057204,0.6677117071056309,ML264,2.7312282130052217,0.9139154695206775,0.963855421686747
CVCL_0152,Clonidine (hydrochloride),Adrenoceptor agonist,12,2.591649317760579,0.08246744570088249,132,4.242055657972096,0.6109418467648089,ML264,3.3927292618872316,0.7997842403390617,0.6144578313253012
CVCL_0152,Cysteamine (hydrochloride),unclear,9,2.566269291660706,0.10728244202919768,191,5.0748188616049985,0.5056868750679072,ML264,3.907267893768737,0.7699324843553128,0.08433734939759036
CVCL_0152,Darinaparsin,unclear,23,1.7017929067531354,0.04976857044184868,62,2.8979370689890835,0.5872428787236532,ML264,2.522100852072258,0.8703090481368071,0.9518072289156626
CVCL_0152,Demeclocycline,unclear,17,2.0033003038395862,0.0674947595054336,83,3.788167581518583,0.5288309613368563,ML264,2.823932244373401,0.7454612774130115,0.6265060240963856
CVCL_0152,Docetaxel,Microtubule inhibitor,15,2.2673824266606197,0.09821639432656937,171,3.5949141113564664,0.6307194988324965,ML264,3.1566427033318702,0.8780857081842148,0.7349397590361446
CVCL_0152,Docetaxel (Trihydrate),Microtubule inhibitor,11,2.5318837374796326,0.1117820674027512,170,4.233461375428154,0.598064683470407,Erlotinib,3.5203944668132374,0.831564092505084,0.5783132530120482
CVCL_0152,Elagolix sodium,unclear,11,2.4738614841127893,0.10740545922641787,150,4.395058621088573,0.5628733760779874,ML264,3.4430065868750686,0.78338126603242,0.3493975903614458
CVCL_0152,Erdafitinib,Other TK inhibitor,20,1.9243047556080868,0.07160870327825042,118,3.327870992430394,0.5782389882255436,ML264,2.522820861688326,0.7580885399183914,0.927710843373494
CVCL_0152,Erlotinib,EGFR/ERBB inhibitor,83,1.4833553156034829,0.03578926392484194,77,1.5669470656337352,0.9466531117332643,Atazanavir (sulfate),2.0859916021443783,1.3312457375838163,1.0
CVCL_0152,Fenofibrate,unclear,12,2.196954142159671,0.08400742367400804,149,4.049382357505228,0.542540552656822,Erlotinib,3.0719149159771852,0.7586132019080936,0.7710843373493976
CVCL_0152,Fluvoxamine (maleate),unclear,9,2.5483044871575062,0.11356598721650635,210,4.481904566505902,0.5685762490797897,ML264,3.740443178657072,0.8345655564846456,0.26506024096385544
CVCL_0152,Folic acid,unclear,9,2.6896354650695256,0.09920905467266361,165,4.987379610107826,0.5392882987327641,ML264,3.764982163490679,0.7549018638686059,0.13253012048192772
CVCL_0152,Furosemide,unclear,16,2.1198601608269625,0.08553589380612814,113,3.6581791842830103,0.5794850536394508,ML264,2.693550780197349,0.7363091430211818,0.7469879518072289
CVCL_0152,Gallic acid,Cyclooxygenase inhibitor,23,1.7874379870738453,0.0613942812142545,97,3.0809390485862163,0.5801601261453277,ML264,2.5794157201187597,0.8372173806237433,0.9036144578313253
CVCL_0152,Gallic acid (hydrate),Cyclooxygenase inhibitor,13,2.136559130067651,0.0827824358188709,160,4.022786139873505,0.5311142714971258,ML264,3.3108871479961226,0.8230333487477494,0.3855421686746988
CVCL_0152,Gemfibrozil,unclear,14,2.266693313621163,0.09731011361298436,152,3.8758131373389717,0.5848303912756261,ML264,3.1541161522700287,0.8137946904312212,0.6746987951807228
CVCL_0152,HI-TOPK-032,unclear,18,2.1739335066351058,0.06549545273478807,75,3.967403352438833,0.5479486993170862,ML264,2.839762676660299,0.715773624306348,0.6626506024096386
CVCL_0152,Idarubicin (hydrochloride),DNA synthesis/repair inhibitor,13,2.3573587210725373,0.10183523693307972,170,4.049414957665859,0.5821479758723844,ML264,3.2096570871680554,0.7926224209479751,0.4819277108433735
CVCL_0152,Ixazomib,Proteasome inhibitor,9,2.711400578542676,0.11040978942073298,151,4.802784969063863,0.5645475689641732,ML264,3.9949963200934517,0.8318082832828009,0.20481927710843373
CVCL_0152,Larotrectinib,Other TK inhibitor,16,2.107177353724194,0.06009660003855255,87,4.048751196712174,0.5204511839194631,ML264,3.0733932952261465,0.7590966068060503,0.5421686746987951
CVCL_0152,Lenalidomide (hemihydrate),unclear,12,2.442375044581052,0.10625692454154467,178,4.028531362026095,0.6062693386486862,ML264,3.3163937736452014,0.823226500085447,0.7108433734939759
CVCL_0152,Lipoic acid,unclear,21,2.1138710602360553,0.05617285185345944,82,3.3205624701320566,0.6366002986692758,ML264,2.6527856156443206,0.798896463929143,0.9036144578313253
CVCL_0152,ML264,unclear,87,1.3288795215747358,0.033222149405611634,60,1.566477209982788,0.8483235588147096,Erlotinib,2.0945700624345744,1.3371213121304133,1.0
CVCL_0152,Medroxyprogesterone acetate,unclear,19,2.181668836425841,0.05921576621196645,70,3.319745695792412,0.6571795060058311,ML264,2.928495284218632,0.8821444630323138,0.9397590361445783
CVCL_0152,Megestrol,unclear,12,2.261883986292001,0.08474652539827587,134,4.175963632551291,0.5416436026072647,ML264,3.3002932144157127,0.7903069817682798,0.42168674698795183
CVCL_0152,Mitoxantrone (dihydrochloride),DNA synthesis/repair inhibitor,16,2.1536024024019698,0.06253106927482732,102,3.8803377259969323,0.555003856487432,ML264,2.951037897155569,0.7605105806601902,0.6746987951807228
CVCL_0152,Neratinib (maleate),EGFR/ERBB inhibitor,18,2.0966597190004994,0.05754186743392409,82,3.3355573749132663,0.6285785202705495,ML264,2.7166868038452754,0.8144626215329055,0.9156626506024096
CVCL_0152,Norepinephrine (hydrochloride),Adrenoceptor agonist,14,2.1771664663272055,0.07140656533393641,122,4.120751663859535,0.5283420705551692,ML264,3.105299559297435,0.7535760008379108,0.4939759036144578
CVCL_0152,Omeprazole,unclear,8,2.656019123830432,0.0991373934028098,136,5.487908448201357,0.4839765730240877,Erlotinib,3.957792640077643,0.7211841592173054,0.03614457831325301
CVCL_0152,Ouabain (Octahydrate),unclear,66,1.9536917447421829,0.05535834148642804,113,1.6907020193350712,1.155550607025679,Erlotinib,2.180686736329226,1.2898113986915676,1.0
CVCL_0152,Palmatine (chloride),unclear,10,2.8388555064198626,0.09560621202927555,120,4.829509262020498,0.5878144864002569,ML264,3.820707949686159,0.7911172217294203,0.1686746987951807
CVCL_0152,Pasireotide (acetate),unclear,11,2.5511325810664847,0.07164138552024069,137,4.3875166248503055,0.581452516126597,ML264,3.6296436599762045,0.8272660756242813,0.40963855421686746
CVCL_0152,Pentagastrin,unclear,8,2.965707643775933,0.12871866854164904,200,5.292660799276429,0.5603434182257403,ML264,4.138735129054245,0.7819762660059494,0.060240963855421686
CVCL_0152,Pentamidine (isethionate),unclear,13,2.382232027456329,0.11278033558676814,196,3.8995703822976737,0.6108960203079318,ML264,3.2132460203244144,0.8240000064907487,0.6506024096385542
CVCL_0152,RMC-6236,RAS inhibitor,14,2.264072629107107,0.07812413950430663,136,4.224219179167803,0.5359742317047912,ML264,3.0133975776092563,0.7133620320816104,0.5060240963855421
CVCL_0152,Radotinib,Other TK inhibitor,12,2.290495615493573,0.09985729078117389,144,4.397925787997998,0.5208127026027515,ML264,3.32171897092202,0.7552921834167912,0.40963855421686746
CVCL_0152,Raltitrexed,DNA synthesis/repair inhibitor,11,2.47538859267359,0.1142839645117294,202,4.390874118235175,0.5637575858513848,ML264,3.6360296791777653,0.8280878889416206,0.27710843373493976
CVCL_0152,Rapamycin,MTOR inhibitor,13,2.2415076679337056,0.10009828912483831,202,3.816064519731371,0.5873872562541198,ML264,3.311109207982444,0.8676764218377332,0.6746987951807228
CVCL_0152,Relugolix,unclear,8,2.9856758772703884,0.09720742648474123,138,5.3652811745541875,0.5564807845356724,ML264,3.9321860346073882,0.7328946809454253,0.08433734939759036
CVCL_0152,Resveratrol,unclear,13,2.20968065450028,0.0768488074486191,112,4.203960052362039,0.5256188515061526,ML264,3.3114189195295958,0.7876903867507116,0.3855421686746988
CVCL_0152,Retinoic acid,Retinoic receptor agonist,16,2.017048054210333,0.07902513641422382,133,3.8410144038568776,0.5251342073034027,ML264,3.0122949572849715,0.7842446397129456,0.5662650602409639
CVCL_0152,Riluzole hydrochloride,unclear,15,2.1819830014590527,0.08422630208839876,143,3.6016371172445107,0.6058308847973038,ML264,3.004526257497467,0.8342112655136471,0.7469879518072289
CVCL_0152,Ritonavir,unclear,12,2.3749555518622785,0.09808826004572024,162,4.261026982101652,0.5573669356796439,ML264,3.2473610151968253,0.7621075925680105,0.4939759036144578
CVCL_0152,S-Adenosyl-L-methionine (disulfate tosylate),unclear,27,1.9691545490172857,0.0501571282706188,69,2.6134842992810627,0.7534594906726533,ML264,2.5979448210565637,0.9940541145669887,0.9759036144578314
CVCL_0152,Selinexor,unclear,21,1.9895924256356605,0.07644084220551417,105,3.3240289168177357,0.5985484709743139,ML264,2.74774720794675,0.8266315596848989,0.8313253012048193
CVCL_0152,Sinomenine,unclear,18,2.0675396354599043,0.06815042698532747,90,3.526531555807853,0.5862813369853074,ML264,2.7599921164752907,0.7826364439954758,0.7831325301204819
CVCL_0152,Sivelestat (sodium tetrahydrate),unclear,8,2.8109984456502386,0.126007784657854,172,5.158596671457183,0.5449153373830633,Erlotinib,3.8117191487403352,0.7389062164582084,0.13253012048192772
CVCL_0152,Sonidegib,Sonic inhibitor,10,2.6196897494068865,0.0970277347274544,152,5.104531704967739,0.5132086351540142,Erlotinib,3.8157810132954073,0.7475281247801601,0.0963855421686747
CVCL_0152,Sulfisoxazole,unclear,19,1.9977084163518304,0.07981020540981631,127,3.3782403280581534,0.5913458553436112,ML264,2.9997821809694134,0.887971810665619,0.7228915662650602
CVCL_0152,TAK-901,unclear,16,2.2069410055494765,0.07224115420584798,109,3.709086122972167,0.5950093722226674,ML264,2.7869481460521155,0.7513840481597868,0.8192771084337349
CVCL_0152,Terfenadine,unclear,21,1.7862381699833707,0.05975432951572035,110,3.1499925435035525,0.5670610788166002,ML264,2.6559646574348226,0.843165379204596,0.8433734939759037
CVCL_0152,Thymol,unclear,13,2.1698672467238653,0.0690167751914571,110,4.372230110149476,0.4962838624817216,Erlotinib,3.3582798433109655,0.7680931146590896,0.24096385542168675
CVCL_0152,Tofacitinib (citrate),JAK/STAT inhibitor,13,2.25091771106969,0.09609168887167352,168,4.248473586700833,0.5298179840674607,ML264,3.4237731267303513,0.8058831146903973,0.3132530120481928
CVCL_0152,Tolcapone,unclear,12,2.4169801898123873,0.10588564936688405,168,3.962348425339016,0.6099867882278909,ML264,3.2083160361615404,0.8097006350184963,0.6626506024096386
CVCL_0152,Triclosan,unclear,16,1.9521768987957406,0.07087065854558627,115,3.6240256773141386,0.5386763430005691,ML264,2.79964864127196,0.7725245046682047,0.7831325301204819
CVCL_0152,Trifluridine,DNA synthesis/repair inhibitor,14,2.3633738389474326,0.10329878874182363,154,3.9385951951693623,0.600055025163815,Atazanavir (sulfate),3.238809125792484,0.8223259729166488,0.6626506024096386
CVCL_0152,Trimetrexate,DNA synthesis/repair inhibitor,9,2.7494111790143587,0.12323581972636721,203,5.002375219776549,0.5496211416018434,ML264,3.810910250597238,0.7618201520611777,0.1566265060240964
CVCL_0152,Tucidinostat,HDAC inhibitor,21,1.9396310293110803,0.07452198560293632,130,3.192418192412386,0.6075742313212972,ML264,2.7080091913076725,0.8482626736509529,0.9156626506024096
CVCL_0152,Valdecoxib,Cyclooxygenase inhibitor,11,2.457380405648311,0.0778849745507103,141,4.649571292872106,0.5285176311664537,Erlotinib,3.4002245298583498,0.7312985038149578,0.21686746987951808
CVCL_0152,Vemurafenib,RAF inhibitor,12,2.379095239628115,0.09507696667931154,153,3.9898535905361157,0.5962863512764729,ML264,3.204687240310309,0.80320923251715,0.7108433734939759
CVCL_0152,Vilanterol,Adrenoceptor agonist,16,2.1148638058836644,0.063543715758547,109,3.8718336865284075,0.5462176263515878,ML264,3.0603515076011725,0.7904139886610594,0.5783132530120482
CVCL_0152,Vinblastine (sulfate),Microtubule inhibitor,10,2.4788461951574057,0.10407163003722542,159,4.56769707688303,0.5426905842120678,ML264,3.4580322955116154,0.7570625278573326,0.30120481927710846
CVCL_0152,Volasertib,unclear,12,2.466894675807503,0.08164684524413546,151,4.133303900678744,0.5968336069850577,ML264,3.211674262691703,0.7770234998119309,0.5421686746987951
CVCL_0152,palbociclib,CDK inhibitor,16,2.21303147783683,0.0969514115360347,146,3.6205387624412126,0.611243691351796,ML264,2.9993555006957484,0.8284279488485243,0.7590361445783133
CVCL_1550,18β-Glycyrrhetinic acid,unclear,15,2.4021319038499342,0.0669309093612388,190,4.349554737186967,0.5522707608005619,Canagliflozin,3.5501438935720726,0.8162085795172896,0.42424242424242425
CVCL_1550,8-Hydroxyquinoline,unclear,26,2.0042827288128624,0.045898869195880154,101,2.897020653434214,0.6918427476300268,Pralsetinib,2.7768409246714336,0.9585160952786733,0.9797979797979798
CVCL_1550,AT7519,CDK inhibitor,14,2.5807217390674837,0.04497519789025384,106,4.014106463318885,0.6429131271555086,ETC-206,3.3181405516603997,0.826619966854826,0.9191919191919192
CVCL_1550,Abiraterone acetate,unclear,9,2.93623938722827,0.09854036568987457,230,5.02893038461797,0.5838695632394055,Pralsetinib,4.022830994508641,0.7999376978478975,0.31313131313131315
CVCL_1550,Acetohexamide,unclear,16,2.095718331851709,0.04844880788255801,107,3.8141284627777274,0.5494619156916004,ETC-206,3.068111328709169,0.8044069198641374,0.797979797979798
CVCL_1550,Adagrasib,RAS inhibitor,15,2.294143884313624,0.05677541430553723,123,3.8275395779358754,0.5993782265605769,Pralsetinib,3.125174184172998,0.8164968958618448,0.797979797979798
CVCL_1550,Adenine,unclear,14,2.2747866038782933,0.05658382180267307,140,4.1700911544198584,0.5455004506237852,ETC-206,3.209588844612027,0.7696687496171877,0.5656565656565656
CVCL_1550,Adenosine,unclear,24,1.9415782290676564,0.04279635050716146,118,2.9527811756970426,0.6575421995533826,ETC-206,2.6256338169164706,0.8892070426778765,0.9595959595959596
CVCL_1550,Almonertinib (hydrochloride),EGFR/ERBB inhibitor,14,2.423799129499719,0.06357300554502077,153,4.3096242098110045,0.5624154245239896,ETC-206,3.263330748788702,0.7572193281631423,0.6161616161616161
CVCL_1550,Amsacrine,DNA synthesis/repair inhibitor,30,1.8713254555052734,0.028877205797328664,61,2.814644813321468,0.6648531447550518,ETC-206,2.521045661351222,0.8956887382092878,0.9797979797979798
CVCL_1550,Anastrozole,unclear,9,2.7874360967393894,0.057023034021947194,139,5.248955349780581,0.5310458769392867,ETC-206,3.9024053252766144,0.7434632351063425,0.1919191919191919
CVCL_1550,Aprepitant,unclear,8,2.994412877504774,0.09969921953965,237,5.281400454915455,0.5669732683719982,Pralsetinib,3.832230464834873,0.7256087656197657,0.41414141414141414
CVCL_1550,Ataluren,unclear,14,2.333616664468635,0.06289432196701039,177,4.046334027602133,0.5767236833513574,ETC-206,3.1818024033454155,0.7863420028205035,0.8686868686868687
CVCL_1550,Azithromycin (hydrate),unclear,9,2.7145987592338914,0.06529610792701246,170,5.526995556754005,0.49115269432714553,ETC-206,4.193433998976983,0.7587185399222176,0.06060606060606061
CVCL_1550,Baicalin,unclear,9,2.7807728564396705,0.07088864974763731,186,4.861899728871663,0.5719519141718344,ETC-206,3.9540393034660375,0.8132704341855443,0.36363636363636365
CVCL_1550,Benztropine (mesylate),unclear,8,2.9727804411073055,0.1031619296409354,265,5.744533654675474,0.5174972625824483,Gemfibrozil,4.319257673866943,0.7518900460007751,0.020202020202020204
CVCL_1550,Berbamine,unclear,10,2.7407305567835945,0.07721016773593758,192,4.995310437691459,0.5486607070711306,Pralsetinib,3.8800948152119163,0.7767474841874031,0.3939393939393939
CVCL_1550,Berbamine (dihydrochloride),unclear,10,2.5154660242415683,0.06384584845725239,152,4.992813328589516,0.5038173588100467,Pralsetinib,3.7474883000716845,0.7505764893337922,0.18181818181818182
CVCL_1550,Berberine (chloride hydrate),unclear,14,2.731329242432711,0.0471075445206941,113,4.29190684339899,0.6363906165935386,ETC-206,3.2980960653974116,0.7684453986856512,0.9090909090909091
CVCL_1550,Bergenin,unclear,16,2.5177152672209036,0.07108163529938871,235,3.725925595660324,0.6757288095482497,Norepinephrine (hydrochloride),3.22885066162492,0.8665902146263041,0.8585858585858586
CVCL_1550,Busulfan,DNA synthesis/repair inhibitor,29,1.9545280309716475,0.04221573808435375,117,2.9775106212966382,0.6564302464588674,ETC-206,2.888458546007368,0.9700917690595878,0.9292929292929293
CVCL_1550,Cabozantinib (S-malate),Multi-TK inhibitor,13,2.265332785412043,0.055650313772132254,145,4.75322501762644,0.4765885850157488,Pralsetinib,3.663423728444299,0.7707238169577879,0.25252525252525254
CVCL_1550,Canagliflozin,Glucose transporter inhibitor,21,2.6038403084840938,0.07239050857129736,218,3.4424539011924007,0.7563907559029833,Dapagliflozin ((2S)-1,2-propanediol, hydrate),3.38906253354453,0.984490317320044,0.9191919191919192
CVCL_1550,Canagliflozin (hemihydrate),Glucose transporter inhibitor,8,2.981573169416754,0.10075306188167055,247,5.2232383160390725,0.5708284763230493,ETC-206,4.026360990144827,0.7708553097761254,0.31313131313131315
CVCL_1550,Cepharanthine,unclear,12,2.3317120590711973,0.06164451695903961,169,4.642649949539492,0.5022373180003549,Pralsetinib,3.49680932405032,0.7531925434949434,0.35353535353535354
CVCL_1550,Chlorhexidine (diacetate),unclear,22,1.9566775741602787,0.04347091192471009,94,3.3917517853116985,0.5768929149337684,Pralsetinib,2.7835385942298396,0.8206787437347911,0.8080808080808081
CVCL_1550,Ciclopirox,unclear,16,2.5256665174392854,0.0715146051939568,216,3.779093708622256,0.668325982940515,ETC-206,3.2336010304393326,0.8556551596118548,0.8282828282828283
CVCL_1550,Citalopram (hydrobromide),unclear,10,2.8776045052234487,0.08656894834531503,169,4.789381356810552,0.6008301053603643,Pralsetinib,3.750901756307262,0.7831704090494775,0.6363636363636364
CVCL_1550,Clotrimazole,unclear,11,2.527176551556526,0.06003615137983065,123,5.03523937221829,0.5018979962502103,ETC-206,3.9200503313717494,0.7785231329816122,0.15151515151515152
CVCL_1550,DTP3,unclear,10,2.593589569104286,0.06935095681600245,195,5.2423851632717975,0.49473464622076996,ETC-206,3.685034263865275,0.7029308509574347,0.1919191919191919
CVCL_1550,Dapagliflozin ((2S)-1,2-propanediol, hydrate),Glucose transporter inhibitor,25,2.327408171563705,0.058651735543215566,157,2.812166061815517,0.8276211718667655,Pralsetinib,2.979178708446969,1.0593893258649276,1.0
CVCL_1550,Darinaparsin,unclear,14,2.357144346578194,0.05938584123214474,136,4.337292764374551,0.5434598203605702,ETC-206,3.315949479745891,0.7645205569202704,0.6161616161616161
CVCL_1550,Demeclocycline,unclear,21,2.0429625604467074,0.04758365266984077,117,3.5947732787041047,0.5683147175232102,8-Hydroxyquinoline,3.003201132942075,0.8354354781519662,0.8080808080808081
CVCL_1550,Dexmedetomidine,Adrenoceptor agonist,10,2.8806144656874477,0.09666719851478556,187,5.073190640694,0.5678112000327641,Dapagliflozin ((2S)-1,2-propanediol, hydrate),4.137981150138495,0.8156565450046698,0.1414141414141414
CVCL_1550,Diammonium Glycyrrhizinate,unclear,14,2.337327472847496,0.06132670564155129,145,4.678178738098639,0.4996233798876741,Pralsetinib,3.4721690259305613,0.7422052940503426,0.31313131313131315
CVCL_1550,Docetaxel,Microtubule inhibitor,17,2.3279641852263686,0.060680603723082704,101,3.9126627132347043,0.594982076362462,Pralsetinib,3.473635406021522,0.8877932141382495,0.7272727272727273
CVCL_1550,Docetaxel (Trihydrate),Microtubule inhibitor,13,2.6327250933035873,0.08099490418645727,217,4.247702373668772,0.6197998027412837,Fostamatinib (disodium hexahydrate),3.7147702739820865,0.8745363839542298,0.5555555555555556
CVCL_1550,ETC-206,Protein synthesis inhibitor,73,1.5333396439116613,0.02486442961882629,52,1.78754903240332,0.8577888584404983,Pralsetinib,2.051859271577531,1.1478618121142399,1.0
CVCL_1550,Elagolix sodium,unclear,15,2.3028595903187274,0.061034646169518925,133,4.362891604334204,0.5278287427611105,Pralsetinib,3.3609051587869923,0.7703389090501781,0.3939393939393939
CVCL_1550,Eplerenone,unclear,9,2.8961548794964433,0.09721624176627075,265,5.23292522680692,0.553448550088236,Canagliflozin,4.348552593732536,0.8309984196708999,0.12121212121212122
