cell_line,plate,drug,moa,n_cells,effect,perm_p,significant,n_deg,snr,ceiling_nir,identifiable,isolation,redundant,nn_drug
CVCL_0397,plate12,Methotrexate,DNA synthesis/repair inhibitor,31,1.892040491104126,0.04477611940298507,True,0,0.6754255543064056,0.2,False,0.8793656451524909,True,Canagliflozin (hemihydrate)
CVCL_0397,plate12,5-Fluorouracil,DNA synthesis/repair inhibitor,35,1.8865772485733032,0.01990049751243781,True,0,0.716085807455479,0.4,False,0.9532163361653229,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Gefitinib,EGFR/ERBB inhibitor,65,1.5370463132858276,0.004975124378109453,True,0,0.7734114857884051,0.9523809523809523,True,0.9503568314556814,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Methylthiouracil,unclear,71,1.4094433784484863,0.024875621890547265,True,0,0.7078006266075639,0.7619047619047619,False,0.9474652984707171,True,Uridine
CVCL_0504,plate12,Binimetinib,MEK inhibitor,65,1.6510919332504272,0.004975124378109453,True,5,0.8006030897729421,1.0,True,1.0062036153709915,False,Ponatinib
CVCL_0504,plate12,Perindopril (erbumine),unclear,55,1.3882242441177368,0.5124378109452736,False,0,0.6083569757316885,0.38095238095238093,False,0.8907175803111915,True,Uridine
CVCL_0504,plate12,Dapagliflozin,Glucose transporter inhibitor,59,1.422633409500122,0.13432835820895522,False,0,0.6858479029649831,0.7619047619047619,False,0.9440318446292159,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Uridine,unclear,78,1.3503683805465698,0.024875621890547265,True,0,0.7427330230228195,1.0,True,1.0128645323475434,False,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Adagrasib,RAS inhibitor,55,1.4517147541046143,0.06467661691542288,False,0,0.6760442328095904,0.8095238095238095,True,0.9052461232228246,True,Ataluren
CVCL_0504,plate12,Bestatin (hydrochloride),unclear,63,1.423612356185913,0.05472636815920398,False,0,0.6728053829271267,0.7619047619047619,False,0.9042407249950816,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Ataluren,unclear,74,1.2978993654251099,0.3283582089552239,False,0,0.7061212852824114,0.9523809523809523,True,0.9816342827931834,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Canagliflozin (hemihydrate),Glucose transporter inhibitor,85,1.3083490133285522,0.06965174129353234,False,0,0.7552864138242563,1.0,True,1.0094823473774934,False,Omeprazole
CVCL_0504,plate12,Brimonidine,Adrenoceptor agonist,57,1.4177159070968628,0.20398009950248755,False,0,0.6276036818207724,0.6666666666666666,False,0.8607027059546201,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Filgotinib,JAK/STAT inhibitor,80,1.5786422491073608,0.004975124378109453,True,5,0.840476674643274,1.0,True,0.9333043159487974,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Esmolol (hydrochloride),unclear,52,1.5196210145950317,0.01990049751243781,True,0,0.691881238869387,0.6190476190476191,False,0.955568839863112,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Omeprazole,unclear,71,1.5160503387451172,0.004975124378109453,True,1,0.8235215573977123,1.0,True,0.9498871616573816,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,Bicalutamide,Androgen receptor antagonist,34,1.5890700817108154,0.7810945273631841,False,0,0.573192218017693,0.14285714285714285,False,0.8178608982831607,True,Gefitinib
CVCL_0504,plate12,Drospirenone,unclear,46,1.5708777904510498,0.03980099502487562,True,0,0.6780131257180185,0.47619047619047616,False,0.9156532255110151,True,Gefitinib
CVCL_0504,plate12,Ponatinib,Multi-TK inhibitor,61,1.7080130577087402,0.004975124378109453,True,0,0.8739217068340553,1.0,True,1.0617474027886247,False,Binimetinib
CVCL_0504,plate12,Darolutamide,Androgen receptor antagonist,37,1.7200419902801514,0.009950248756218905,True,0,0.6331750683607086,0.23809523809523808,False,0.9006821326224077,True,Canagliflozin (hemihydrate)
CVCL_0504,plate12,γ-Oryzanol,DNA methyltransferase inhibitor,39,1.5199018716812134,0.736318407960199,False,0,0.584521330493247,0.3333333333333333,False,0.8600853401277305,True,Uridine
CVCL_0504,plate12,Cinacalcet,unclear,38,1.6457895040512085,0.11940298507462686,False,0,0.625693770926883,0.3333333333333333,False,0.8394097961832628,True,Ataluren
CVCL_0504,plate12,Methotrexate,DNA synthesis/repair inhibitor,31,1.726637363433838,0.32338308457711445,False,0,0.5697950873908902,0.0,False,0.8333891690465689,True,Filgotinib
CVCL_0504,plate12,5-Fluorouracil,DNA synthesis/repair inhibitor,32,1.737615704536438,0.13432835820895522,False,0,0.5934062923264004,0.09523809523809523,False,0.8839754970470498,True,Ataluren
CVCL_0334,plate12,Lactate (calcium),unclear,52,1.3416041135787964,0.12437810945273632,False,0,0.5957514127284518,0.5405405405405406,False,0.81477622646004,True,Canagliflozin (hemihydrate)
CVCL_0334,plate12,Ouabain (Octahydrate),unclear,77,2.1868951320648193,0.004975124378109453,True,53,1.2470146601157124,1.0,True,1.3396639104558796,False,Filgotinib
CVCL_0334,plate12,Gefitinib,EGFR/ERBB inhibitor,120,1.1635584831237793,0.004975124378109453,True,0,0.8061328839985946,1.0,True,1.0156940376647654,False,Esmolol (hydrochloride)
CVCL_0334,plate12,Methylthiouracil,unclear,120,1.0929961204528809,0.009950248756218905,True,1,0.7711441032815053,1.0,True,1.024992604979227,False,Brimonidine
CVCL_0334,plate12,Binimetinib,MEK inhibitor,120,1.606478214263916,0.004975124378109453,True,13,1.1558905135108337,1.0,True,1.3033259270975253,False,Canagliflozin (hemihydrate)
CVCL_0334,plate12,Perindopril (erbumine),unclear,87,1.2067227363586426,0.004975124378109453,True,0,0.7575572568899328,0.9459459459459459,True,0.9788488108578733,True,Ataluren
CVCL_0334,plate12,Dapagliflozin,Glucose transporter inhibitor,109,1.2868324518203735,0.004975124378109453,True,2,0.843182592718987,0.9459459459459459,True,0.9902583639416055,True,Esmolol (hydrochloride)
CVCL_0334,plate12,Panobinostat,HDAC inhibitor,67,3.132286310195923,0.004975124378109453,True,129,1.7322313023107803,1.0,True,1.2261078297343084,False,Belinostat
CVCL_0334,plate12,Uridine,unclear,120,1.1129165887832642,0.004975124378109453,True,0,0.7557389623042061,0.9459459459459459,True,1.01780003375634,False,Canagliflozin (hemihydrate)
CVCL_0334,plate12,Adagrasib,RAS inhibitor,64,1.2416468858718872,0.11940298507462686,False,0,0.6566155137233651,0.7837837837837838,False,0.873542200374451,True,Uridine
CVCL_0334,plate12,Bestatin (hydrochloride),unclear,89,1.2046024799346924,0.004975124378109453,True,0,0.7179834098985687,0.8378378378378378,True,0.9694017822155733,True,Filgotinib
CVCL_0334,plate12,Ataluren,unclear,120,1.1595134735107422,0.004975124378109453,True,0,0.8236529642162831,1.0,True,1.0102718840337208,False,Canagliflozin (hemihydrate)
CVCL_0334,plate12,Canagliflozin (hemihydrate),Glucose transporter inhibitor,120,1.026735782623291,0.17412935323383086,False,0,0.7587608413170356,1.0,True,1.0510321770730096,False,Ataluren
CVCL_0334,plate12,Brimonidine,Adrenoceptor agonist,118,1.0962449312210083,0.014925373134328358,True,0,0.7276600451964186,1.0,True,0.9643279206775079,True,Methylthiouracil
CVCL_0334,plate12,Filgotinib,JAK/STAT inhibitor,120,1.3596935272216797,0.004975124378109453,True,2,1.0623754628824553,1.0,True,1.1520475897698799,False,Gefitinib
CVCL_0334,plate12,Esmolol (hydrochloride),unclear,120,1.1917145252227783,0.004975124378109453,True,0,0.8209989851694468,0.972972972972973,True,1.009984874860971,False,Gefitinib
CVCL_0334,plate12,Omeprazole,unclear,109,1.2137830257415771,0.004975124378109453,True,0,0.8152208288903767,0.972972972972973,True,0.9898432369566028,True,Brimonidine
CVCL_0334,plate12,Bicalutamide,Androgen receptor antagonist,81,1.2628482580184937,0.004975124378109453,True,0,0.777393393805929,0.918918918918919,True,0.9606801174638672,True,Filgotinib
CVCL_0334,plate12,Drospirenone,unclear,73,1.4275742769241333,0.004975124378109453,True,2,0.7650422089332132,0.7027027027027027,False,0.9162144642217954,True,Gefitinib
CVCL_0334,plate12,Belinostat,HDAC inhibitor,79,2.490407705307007,0.004975124378109453,True,72,1.450551466427295,1.0,True,1.2913588016674737,False,Panobinostat
CVCL_0334,plate12,Ponatinib,Multi-TK inhibitor,72,1.486421823501587,0.004975124378109453,True,1,0.8450164266073766,1.0,True,1.0241065664548061,False,Perindopril (erbumine)
CVCL_0334,plate12,Indacaterol (maleate),Adrenoceptor agonist,36,1.496496558189392,0.3880597014925373,False,0,0.5992490342386885,0.35135135135135137,False,0.8126972491638884,True,Omeprazole
CVCL_0334,plate12,Crizotinib (hydrochloride),Multi-TK inhibitor,33,1.7137371301651,0.004975124378109453,True,2,0.6153496113108933,0.1891891891891892,False,0.8361375313777228,True,Gefitinib
CVCL_0334,plate12,Trametinib,MEK inhibitor,39,1.8572510480880737,0.004975124378109453,True,10,0.7595653130326915,0.7027027027027027,False,0.8632700131107554,True,Binimetinib
CVCL_0334,plate12,Fedratinib (hydrochloride hydrate),JAK/STAT inhibitor,45,1.5413421392440796,0.004975124378109453,True,2,0.6439659113887358,0.43243243243243246,False,0.8698522680750225,True,Uridine
CVCL_0334,plate12,Darolutamide,Androgen receptor antagonist,47,1.5346801280975342,0.004975124378109453,True,3,0.6526634689080382,0.43243243243243246,False,0.882673345681074,True,Canagliflozin (hemihydrate)
CVCL_0334,plate12,γ-Oryzanol,DNA methyltransferase inhibitor,41,1.519152283668518,0.01990049751243781,True,2,0.6399311217408317,0.43243243243243246,False,0.8706437127372254,True,Canagliflozin (hemihydrate)
CVCL_0334,plate12,Clobetasol propionate,unclear,36,2.143171787261963,0.004975124378109453,True,26,0.8316993625816272,1.0,True,0.9234621459458894,True,Methylthiouracil
CVCL_0334,plate12,Budesonide,Glucocorticoid receptor agonist,35,2.116070508956909,0.004975124378109453,True,9,0.8359250110501416,0.918918918918919,True,0.9952664047157568,True,Methylthiouracil
CVCL_0334,plate12,Cinacalcet,unclear,64,1.362988829612732,0.009950248756218905,True,0,0.7505481126341513,0.8378378378378378,True,0.9459483712329011,True,Uridine
CVCL_0334,plate12,Valdecoxib,Cyclooxygenase inhibitor,51,1.3585079908370972,0.09950248756218906,False,2,0.6051618819933399,0.43243243243243246,False,0.8704008377537197,True,Uridine
CVCL_0334,plate12,Pimozide,unclear,48,1.365216612815857,0.14925373134328357,False,0,0.6301493923260907,0.7297297297297297,False,0.8732603891340391,True,Uridine
CVCL_0334,plate12,Methotrexate,DNA synthesis/repair inhibitor,62,1.334040641784668,0.009950248756218905,True,0,0.6554970522166218,0.5945945945945946,False,0.860964494805868,True,Uridine
CVCL_0334,plate12,5-Fluorouracil,DNA synthesis/repair inhibitor,60,1.3531297445297241,0.014925373134328358,True,1,0.6943122532323096,0.7567567567567568,False,0.8918151605554363,True,Ataluren
CVCL_0334,plate12,5-Azacytidine,DNA methyltransferase inhibitor,31,2.0428035259246826,0.004975124378109453,True,19,0.702093487868967,0.3783783783783784,False,0.8925718517685741,True,Gefitinib
CVCL_0334,plate12,Aspirin,Cyclooxygenase inhibitor,47,1.5847707986831665,0.004975124378109453,True,0,0.6776524797229612,0.4594594594594595,False,0.8797084641077195,True,Esmolol (hydrochloride)
CVCL_0334,plate12,Vismodegib,Sonic inhibitor,38,1.538188099861145,0.04477611940298507,True,1,0.6473547933302161,0.43243243243243246,False,0.8736611165406065,True,Gefitinib
CVCL_0334,plate12,Dihydroartemisinin,unclear,35,1.626710295677185,0.014925373134328358,True,6,0.6272675287447464,0.32432432432432434,False,0.8444630766819233,True,Ataluren
CVCL_0023,plate12,Lactate (calcium),unclear,31,1.7039448022842407,0.20398009950248755,False,2,0.5831401530521451,0.08695652173913043,False,0.8489644473488235,True,Canagliflozin (hemihydrate)
CVCL_0023,plate12,Ouabain (Octahydrate),unclear,33,2.4822001457214355,0.004975124378109453,True,9,0.9574138473920637,1.0,True,1.1263452953561974,False,Gefitinib
CVCL_0023,plate12,Gefitinib,EGFR/ERBB inhibitor,88,1.2415121793746948,0.14427860696517414,False,0,0.8093368713045486,1.0,True,1.0706486587092103,False,Uridine
CVCL_0023,plate12,Methylthiouracil,unclear,79,1.2461289167404175,0.39800995024875624,False,0,0.7029624416665798,0.8260869565217391,True,0.9601555714783829,True,Uridine
CVCL_0023,plate12,Binimetinib,MEK inhibitor,88,1.5709178447723389,0.004975124378109453,True,5,0.9794595994341679,1.0,True,1.152159984920658,False,Ataluren
CVCL_0023,plate12,Perindopril (erbumine),unclear,64,1.3504832983016968,0.22885572139303484,False,0,0.6813738946377722,0.6521739130434783,False,0.9151182493391163,True,Ataluren
CVCL_0023,plate12,Dapagliflozin,Glucose transporter inhibitor,55,1.485681414604187,0.01990049751243781,True,0,0.6965956086324919,0.5217391304347826,False,0.8927042687919798,True,Canagliflozin (hemihydrate)
CVCL_0023,plate12,Uridine,unclear,107,1.2056727409362793,0.09950248756218906,False,0,0.8045006593794348,1.0,True,1.0640022418662152,False,Ataluren
CVCL_0023,plate12,Adagrasib,RAS inhibitor,51,1.4118808507919312,0.39800995024875624,False,0,0.6478687046394839,0.43478260869565216,False,0.8956476879162577,True,Uridine
CVCL_0023,plate12,Bestatin (hydrochloride),unclear,51,1.537894368171692,0.009950248756218905,True,0,0.6991124310698548,0.6086956521739131,False,0.9345703502858219,True,Ataluren
CVCL_0023,plate12,Ataluren,unclear,91,1.3085927963256836,0.029850746268656716,True,1,0.8046408086524048,1.0,True,0.9804898680222394,True,Uridine
CVCL_0023,plate12,Canagliflozin (hemihydrate),Glucose transporter inhibitor,107,1.1911600828170776,0.31343283582089554,False,0,0.7766915013933098,0.9565217391304348,True,1.0859727711901626,False,Uridine
CVCL_0023,plate12,Brimonidine,Adrenoceptor agonist,68,1.3388227224349976,0.14427860696517414,False,0,0.6962019909977988,0.8260869565217391,True,0.9577854287327799,True,Filgotinib
CVCL_0023,plate12,Filgotinib,JAK/STAT inhibitor,87,1.3075551986694336,0.024875621890547265,True,0,0.8118116925323261,1.0,True,1.0846433431409832,False,Canagliflozin (hemihydrate)
CVCL_0023,plate12,Esmolol (hydrochloride),unclear,70,1.422153115272522,0.009950248756218905,True,0,0.7991483662382887,0.9565217391304348,True,0.9900920724253777,True,Filgotinib
CVCL_0023,plate12,Omeprazole,unclear,59,1.46156907081604,0.014925373134328358,True,0,0.7585134817777798,0.8695652173913043,True,0.9406428229042857,True,Filgotinib
CVCL_0023,plate12,Bicalutamide,Androgen receptor antagonist,43,1.612309455871582,0.024875621890547265,True,0,0.7252280642488881,0.5217391304347826,False,0.8914312295066584,True,Ataluren
CVCL_0023,plate12,Drospirenone,unclear,57,1.5237834453582764,0.004975124378109453,True,1,0.7510952866477977,0.6521739130434783,False,0.9238292772471357,True,Esmolol (hydrochloride)
CVCL_0023,plate12,Belinostat,HDAC inhibitor,30,3.2280240058898926,0.004975124378109453,True,41,1.1339408627415641,1.0,True,1.1989209763139241,False,Ponatinib
CVCL_0023,plate12,Ponatinib,Multi-TK inhibitor,53,1.7233901023864746,0.004975124378109453,True,1,0.7771817366933407,0.8260869565217391,True,0.9543705480370372,True,Canagliflozin (hemihydrate)
CVCL_0023,plate12,Fedratinib (hydrochloride hydrate),JAK/STAT inhibitor,38,1.8366960287094116,0.004975124378109453,True,3,0.6956954212036583,0.6086956521739131,False,0.8932616896912174,True,Canagliflozin (hemihydrate)
CVCL_0023,plate12,Budesonide,Glucocorticoid receptor agonist,30,1.9348126649856567,0.004975124378109453,True,2,0.7290295557651709,0.5217391304347826,False,0.929265058617437,True,Methylthiouracil
CVCL_0023,plate12,Cinacalcet,unclear,48,1.5193936824798584,0.06467661691542288,False,0,0.6503631912827152,0.34782608695652173,False,0.8474177685072842,True,Uridine
CVCL_0023,plate12,5-Fluorouracil,DNA synthesis/repair inhibitor,31,1.6504507064819336,0.582089552238806,False,0,0.5695425644394243,0.13043478260869565,False,0.7910755024671157,True,Canagliflozin (hemihydrate)
CVCL_C466,plate12,Ouabain (Octahydrate),unclear,35,3.1392486095428467,0.004975124378109453,True,17,1.2212306258826864,1.0,True,1.1270084347418876,False,Gefitinib
CVCL_C466,plate12,Gefitinib,EGFR/ERBB inhibitor,51,2.1663074493408203,0.004975124378109453,True,1,0.9445053649107054,0.7142857142857143,False,0.9321751295294777,True,Canagliflozin (hemihydrate)
CVCL_C466,plate12,Methylthiouracil,unclear,66,1.7234560251235962,0.23383084577114427,False,0,0.9017761514608005,0.8571428571428571,True,0.9895223561927342,True,Canagliflozin (hemihydrate)
CVCL_C466,plate12,Binimetinib,MEK inhibitor,51,1.9636337757110596,0.004975124378109453,True,0,0.8460463726871337,0.5,False,0.9098572520678943,True,Ataluren
CVCL_C466,plate12,Perindopril (erbumine),unclear,34,1.9055720567703247,0.36318407960199006,False,0,0.7568746385513474,0.2857142857142857,False,0.8764583538708611,True,Brimonidine
CVCL_C466,plate12,Uridine,unclear,50,1.941589117050171,0.004975124378109453,True,0,0.8724306591598087,0.6428571428571429,False,0.9171879107790347,True,Canagliflozin (hemihydrate)
CVCL_C466,plate12,Ataluren,unclear,61,1.8507534265518188,0.03482587064676617,True,0,0.9528088145790888,0.8571428571428571,True,0.9858548327695024,True,Canagliflozin (hemihydrate)
CVCL_C466,plate12,Canagliflozin (hemihydrate),Glucose transporter inhibitor,75,1.8432403802871704,0.009950248756218905,True,1,1.0542674037205522,1.0,True,1.0816727143104357,False,Methylthiouracil
CVCL_C466,plate12,Brimonidine,Adrenoceptor agonist,63,1.7712438106536865,0.13930348258706468,False,0,0.8975709964065192,0.9285714285714286,True,0.9225552508398944,True,Esmolol (hydrochloride)
CVCL_C466,plate12,Filgotinib,JAK/STAT inhibitor,69,1.7508273124694824,0.08955223880597014,False,0,0.9217920506236734,0.8571428571428571,True,0.9263966162514901,True,Esmolol (hydrochloride)
CVCL_C466,plate12,Esmolol (hydrochloride),unclear,76,1.7271555662155151,0.04477611940298507,True,2,1.037777694689269,1.0,True,1.0572560764918542,False,Filgotinib
CVCL_C466,plate12,Omeprazole,unclear,46,1.7470227479934692,0.4527363184079602,False,0,0.7767408987243082,0.42857142857142855,False,0.9117569396117432,True,Brimonidine
CVCL_C466,plate12,Bicalutamide,Androgen receptor antagonist,34,1.955641746520996,0.11442786069651742,False,0,0.7765373986472958,0.42857142857142855,False,0.9070777220349278,True,Esmolol (hydrochloride)
CVCL_C466,plate12,Drospirenone,unclear,32,2.0021164417266846,0.0845771144278607,False,0,0.7283435473633613,0.14285714285714285,False,0.8246171625193871,True,Esmolol (hydrochloride)
CVCL_C466,plate12,Ponatinib,Multi-TK inhibitor,34,2.6826212406158447,0.004975124378109453,True,4,1.042597509121558,0.9285714285714286,True,1.0028291284964737,False,Ataluren
CVCL_1550,plate12,Ouabain (Octahydrate),unclear,39,2.1087844371795654,0.004975124378109453,True,0,0.8589807798444413,1.0,True,1.1900797624461843,False,Uridine
CVCL_1550,plate12,Gefitinib,EGFR/ERBB inhibitor,73,1.5058460235595703,0.004975124378109453,True,0,0.8869743128257661,1.0,True,1.020849663110681,False,Filgotinib
CVCL_1550,plate12,Methylthiouracil,unclear,64,1.4347903728485107,0.014925373134328358,True,0,0.7913684324586474,0.9444444444444444,True,0.9831688075532298,True,Gefitinib
CVCL_1550,plate12,Binimetinib,MEK inhibitor,69,1.5530436038970947,0.009950248756218905,True,3,0.8323114505326672,1.0,True,1.056519783911254,False,Gefitinib
CVCL_1550,plate12,Perindopril (erbumine),unclear,36,1.540612816810608,0.5223880597014925,False,0,0.6291073854174942,0.3333333333333333,False,0.857676225658568,True,Gefitinib
CVCL_1550,plate12,Dapagliflozin,Glucose transporter inhibitor,43,1.6082450151443481,0.014925373134328358,True,0,0.7267086135330356,0.6666666666666666,False,0.9099792840483509,True,Gefitinib
CVCL_1550,plate12,Uridine,unclear,53,1.5476094484329224,0.009950248756218905,True,0,0.762147117067465,0.7777777777777778,False,0.9717636121423266,True,Methylthiouracil
CVCL_1550,plate12,Adagrasib,RAS inhibitor,31,1.662747859954834,0.208955223880597,False,0,0.6387281908201008,0.2222222222222222,False,0.8351148975673072,True,Canagliflozin (hemihydrate)
CVCL_1550,plate12,Bestatin (hydrochloride),unclear,40,1.67781400680542,0.014925373134328358,True,1,0.6989082063884406,0.4444444444444444,False,0.8695342784977479,True,Gefitinib
CVCL_1550,plate12,Ataluren,unclear,49,1.601510763168335,0.004975124378109453,True,0,0.7024021733276936,0.5,False,0.9022345518740298,True,Gefitinib
CVCL_1550,plate12,Canagliflozin (hemihydrate),Glucose transporter inhibitor,70,1.435474157333374,0.01990049751243781,True,0,0.7320447320917858,0.8888888888888888,True,0.9054890998764751,True,Gefitinib
CVCL_1550,plate12,Brimonidine,Adrenoceptor agonist,54,1.6506210565567017,0.004975124378109453,True,0,0.7503170030005283,0.6111111111111112,False,0.9337132094987755,True,Canagliflozin (hemihydrate)
CVCL_1550,plate12,Filgotinib,JAK/STAT inhibitor,60,1.5334182977676392,0.014925373134328358,True,0,0.7770903062262277,0.9444444444444444,True,0.8782985459692749,True,Gefitinib
CVCL_1550,plate12,Esmolol (hydrochloride),unclear,51,1.6544986963272095,0.004975124378109453,True,0,0.8157856097604558,0.8333333333333334,True,0.9970544835894672,True,Canagliflozin (hemihydrate)
CVCL_1550,plate12,Omeprazole,unclear,52,1.7115859985351562,0.004975124378109453,True,0,0.8195896544346635,0.8333333333333334,True,0.9590669372864091,True,Gefitinib
CVCL_1550,plate12,Drospirenone,unclear,31,1.8673169612884521,0.004975124378109453,True,0,0.7097868743946222,0.2777777777777778,False,0.8637387044480405,True,Gefitinib
CVCL_1550,plate12,Belinostat,HDAC inhibitor,32,2.5416219234466553,0.004975124378109453,True,22,0.929471381943624,1.0,True,1.1444634760178198,False,Methylthiouracil
CVCL_1550,plate12,Ponatinib,Multi-TK inhibitor,39,1.7924185991287231,0.004975124378109453,True,2,0.8478706324156764,0.9444444444444444,True,1.0106395072527383,False,Gefitinib
CVCL_1550,plate12,Cinacalcet,unclear,32,1.852497935295105,0.009950248756218905,True,0,0.6247158405211055,0.1111111111111111,False,0.806552942305877,True,Gefitinib
CVCL_0459,plate12,Lactate (calcium),unclear,80,1.0546091794967651,0.27860696517412936,False,0,0.6285212438360649,0.7391304347826086,False,0.9908423362592843,True,Omeprazole
CVCL_0459,plate12,Ouabain (Octahydrate),unclear,63,3.1173994541168213,0.004975124378109453,True,182,1.4518355525422766,1.0,True,1.2874078592841134,False,Gefitinib
CVCL_0459,plate12,Gefitinib,EGFR/ERBB inhibitor,120,1.9388632774353027,0.004975124378109453,True,54,1.4441941214871812,1.0,True,1.3922954003482184,False,Dapagliflozin
CVCL_0459,plate12,Methylthiouracil,unclear,120,1.0849932432174683,0.004975124378109453,True,0,0.7694224020723113,0.9782608695652174,True,0.9835530328525957,True,Esmolol (hydrochloride)
CVCL_0459,plate12,Binimetinib,MEK inhibitor,120,1.4142413139343262,0.004975124378109453,True,19,1.0704656634401302,1.0,True,1.289356128877991,False,Bestatin (hydrochloride)
CVCL_0459,plate12,Perindopril (erbumine),unclear,120,1.0041934251785278,0.004975124378109453,True,0,0.7696704987928364,1.0,True,1.0598366473379173,False,Uridine
CVCL_0459,plate12,Dapagliflozin,Glucose transporter inhibitor,120,1.1340854167938232,0.004975124378109453,True,5,0.7551036217899517,0.9347826086956522,True,0.937467050428144,True,Methylthiouracil
CVCL_0459,plate12,Panobinostat,HDAC inhibitor,93,2.7996768951416016,0.004975124378109453,True,187,1.7789857155550446,1.0,True,1.2024582240754371,False,Belinostat
CVCL_0459,plate12,Uridine,unclear,120,1.062945008277893,0.004975124378109453,True,0,0.7519804930657126,0.9782608695652174,True,0.9641145240487329,True,Ataluren
CVCL_0459,plate12,Adagrasib,RAS inhibitor,93,0.9947503209114075,0.29850746268656714,False,0,0.6137549000866657,0.782608695652174,False,0.900189343386732,True,Methylthiouracil
CVCL_0459,plate12,Bestatin (hydrochloride),unclear,120,1.0551228523254395,0.004975124378109453,True,0,0.7557101676562634,1.0,True,1.0165255343626096,False,Omeprazole
CVCL_0459,plate12,Ataluren,unclear,120,1.0797483921051025,0.004975124378109453,True,0,0.7667428337208562,1.0,True,0.967742929462276,True,Uridine
CVCL_0459,plate12,Canagliflozin (hemihydrate),Glucose transporter inhibitor,120,0.9447336792945862,0.08955223880597014,False,1,0.726508986571823,1.0,True,1.065922642061375,False,Uridine
CVCL_0459,plate12,Brimonidine,Adrenoceptor agonist,120,1.019325613975525,0.004975124378109453,True,0,0.6711365289446128,0.8043478260869565,True,0.9698172645830542,True,Omeprazole
CVCL_0459,plate12,Filgotinib,JAK/STAT inhibitor,120,1.1613848209381104,0.004975124378109453,True,4,0.8724144304395061,1.0,True,1.0573539119841622,False,Omeprazole
CVCL_0459,plate12,Esmolol (hydrochloride),unclear,120,1.035509467124939,0.004975124378109453,True,1,0.7376466761889072,1.0,True,0.9879939945346189,True,Methylthiouracil
CVCL_0459,plate12,Omeprazole,unclear,120,1.0258272886276245,0.009950248756218905,True,0,0.8530804432750071,1.0,True,1.1675379948731481,False,Esmolol (hydrochloride)
CVCL_0459,plate12,Bicalutamide,Androgen receptor antagonist,120,1.1434494256973267,0.004975124378109453,True,1,0.8229507178421417,0.9565217391304348,True,1.0053636218329163,False,Esmolol (hydrochloride)
CVCL_0459,plate12,Drospirenone,unclear,120,1.2366358041763306,0.004975124378109453,True,3,0.9607523162694224,1.0,True,1.0785894639528473,False,Methylthiouracil
CVCL_0459,plate12,Belinostat,HDAC inhibitor,82,2.263984441757202,0.004975124378109453,True,79,1.3256740481363536,1.0,True,1.108074002792395,False,Panobinostat
CVCL_0459,plate12,Ponatinib,Multi-TK inhibitor,102,1.18007493019104,0.004975124378109453,True,5,0.7939008961792984,1.0,True,1.0450545330456342,False,Perindopril (erbumine)
CVCL_0459,plate12,Cabozantinib (S-malate),Multi-TK inhibitor,31,1.575603723526001,0.03482587064676617,True,7,0.5730847344158119,0.17391304347826086,False,0.8067226810596312,True,Bicalutamide
CVCL_0459,plate12,Benztropine (mesylate),unclear,39,1.3642939329147339,0.27860696517412936,False,0,0.5869778066545981,0.2826086956521739,False,0.8216164575171552,True,Perindopril (erbumine)
CVCL_0459,plate12,Indacaterol (maleate),Adrenoceptor agonist,49,1.3516799211502075,0.009950248756218905,True,0,0.6423068957602254,0.5217391304347826,False,0.8659983839672878,True,Uridine
CVCL_0459,plate12,Tirabrutinib (hydrochloride),Other TK inhibitor,50,1.1989021301269531,0.5522388059701493,False,0,0.5544944611312126,0.3695652173913043,False,0.838770791364479,True,Dapagliflozin
CVCL_0459,plate12,Econazole,unclear,33,1.7427095174789429,0.004975124378109453,True,4,0.682200169508151,0.34782608695652173,False,0.8380518639690088,True,Methylthiouracil
CVCL_0459,plate12,Phenylephrine (hydrochloride),Adrenoceptor agonist,32,1.7158598899841309,0.004975124378109453,True,18,0.6361661292826162,0.2391304347826087,False,0.8301833988813407,True,Esmolol (hydrochloride)
CVCL_0459,plate12,Omeprazole (sodium),unclear,33,1.6319421529769897,0.009950248756218905,True,2,0.6556240076841263,0.2826086956521739,False,0.8390941611980739,True,Methylthiouracil
CVCL_0459,plate12,Artemether,unclear,32,1.5926504135131836,0.029850746268656716,True,5,0.6047693237680448,0.2608695652173913,False,0.7823258295835105,True,Dapagliflozin
CVCL_0459,plate12,Cyclosporin A,unclear,35,1.5280019044876099,0.024875621890547265,True,23,0.5717372820458883,0.2391304347826087,False,0.8090446635259454,True,Canagliflozin (hemihydrate)
CVCL_0459,plate12,Crizotinib (hydrochloride),Multi-TK inhibitor,47,1.3491352796554565,0.014925373134328358,True,8,0.6056349462026095,0.5,False,0.8032815712498355,True,Uridine
CVCL_0459,plate12,Trametinib,MEK inhibitor,55,1.6354018449783325,0.004975124378109453,True,15,0.8032265611744013,0.9782608695652174,True,0.9217682366966897,True,Binimetinib
