cell_line,plate,drug,moa,n_cells,effect,perm_p,significant,n_deg,snr,ceiling_nir,identifiable,isolation,redundant,nn_drug
CVCL_1547,plate6,Pentagastrin,unclear,62,1.6908694505691528,0.004975124378109453,True,0,0.9501370406612463,1.0,True,1.0196441471084408,False,Balsalazide (sodium hydrate)
CVCL_1547,plate6,Lumateperone (tosylate),unclear,36,1.8016029596328735,0.009950248756218905,True,0,0.6960453801436771,0.2727272727272727,False,0.8596185252973161,True,Pentagastrin
CVCL_1547,plate6,Relugolix,unclear,43,1.7935140132904053,0.004975124378109453,True,0,0.8127002637033878,0.5454545454545454,False,0.9552689522832885,True,Pentagastrin
CVCL_1547,plate6,Hexylresorcinol,unclear,48,1.6208256483078003,0.009950248756218905,True,0,0.7547180734950929,0.7272727272727273,False,0.9588811686601021,True,Pentagastrin
CVCL_1547,plate6,Baicalin,unclear,50,1.6989744901657104,0.004975124378109453,True,0,0.765166499051973,0.5,False,0.9208372230465157,True,Goserelin (acetate)
CVCL_1547,plate6,Berberine (chloride hydrate),unclear,50,1.6666861772537231,0.004975124378109453,True,0,0.8071297269256246,1.0,True,0.9733611883182253,True,Cloxacillin (sodium)
CVCL_1547,plate6,Medroxyprogesterone acetate,unclear,46,1.77378249168396,0.004975124378109453,True,0,0.8082687215542765,1.0,True,1.0992456916336641,False,Adenine
CVCL_1547,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,56,1.6630561351776123,0.004975124378109453,True,2,0.8322485930212518,1.0,True,0.9630510399553389,True,Pentagastrin
CVCL_1547,plate6,Sinomenine,unclear,31,1.884598970413208,0.009950248756218905,True,0,0.7098531401688076,0.22727272727272727,False,0.9200745614302921,True,Adenine
CVCL_1547,plate6,Goserelin (acetate),unclear,48,1.7209420204162598,0.004975124378109453,True,0,0.8496855065320681,0.9090909090909091,True,0.9405693101037552,True,Cloxacillin (sodium)
CVCL_1547,plate6,Fusidic acid,unclear,41,1.611284613609314,0.04477611940298507,True,0,0.695117302669615,0.5454545454545454,False,0.8861029664137905,True,Pentagastrin
CVCL_1547,plate6,Balsalazide (sodium hydrate),JAK/STAT inhibitor,54,1.671128273010254,0.004975124378109453,True,0,0.8637107999092325,0.9545454545454546,True,0.9378449027906077,True,Pentagastrin
CVCL_1547,plate6,Cloxacillin (sodium),unclear,57,1.6097779273986816,0.004975124378109453,True,0,0.8431546874433177,1.0,True,0.9977922425225242,True,Goserelin (acetate)
CVCL_1547,plate6,Artesunate,JAK/STAT inhibitor,48,1.5297244787216187,0.0945273631840796,False,0,0.724685455474704,1.0,True,0.9921608823454667,True,Neratinib (maleate)
CVCL_1547,plate6,Pyridoxine (hydrochloride),unclear,37,1.8032538890838623,0.004975124378109453,True,0,0.8211493710278716,0.8181818181818182,True,0.984985140176546,True,Cloxacillin (sodium)
CVCL_1547,plate6,Folic acid,unclear,43,1.7969492673873901,0.004975124378109453,True,2,0.8277196949904131,0.8181818181818182,True,0.9477274681597126,True,Pentagastrin
CVCL_1547,plate6,Selinexor,unclear,37,2.034677505493164,0.004975124378109453,True,2,0.7726380372985985,0.8181818181818182,True,0.9533471466901722,True,Adenine
CVCL_1547,plate6,Adenine,unclear,57,1.6090812683105469,0.004975124378109453,True,0,0.7919322829192542,0.7272727272727273,False,0.9630479961483956,True,Pentagastrin
CVCL_1547,plate6,Gallic acid,Cyclooxygenase inhibitor,32,1.8970831632614136,0.004975124378109453,True,0,0.7328125817363057,0.45454545454545453,False,0.8434461021130055,True,Balsalazide (sodium hydrate)
CVCL_1547,plate6,Clonidine (hydrochloride),Adrenoceptor agonist,49,1.7951186895370483,0.004975124378109453,True,0,0.8844376577502128,0.8636363636363636,True,0.9749495569338557,True,Pentagastrin
CVCL_1547,plate6,Adagrasib,RAS inhibitor,32,1.9555555582046509,0.004975124378109453,True,0,0.7074774679117584,0.4090909090909091,False,0.9311724069284225,True,Cloxacillin (sodium)
CVCL_1094,plate6,Pentagastrin,unclear,40,1.8192447423934937,0.004975124378109453,True,1,0.8184275801205665,1.0,True,0.9940531939038051,True,Berberine (chloride hydrate)
CVCL_1094,plate6,Lumateperone (tosylate),unclear,38,1.6835063695907593,0.21393034825870647,False,0,0.7030457987434433,0.75,False,0.9431424151288607,True,Cloxacillin (sodium)
CVCL_1094,plate6,Relugolix,unclear,40,1.7025916576385498,0.01990049751243781,True,0,0.7832196647148655,1.0,True,0.9854048133899965,True,Berberine (chloride hydrate)
CVCL_1094,plate6,Hexylresorcinol,unclear,42,1.636072039604187,0.31343283582089554,False,0,0.718532555345265,1.0,True,1.0075905667637843,False,Lumateperone (tosylate)
CVCL_1094,plate6,Baicalin,unclear,44,1.52244234085083,0.8606965174129353,False,0,0.6296621041307369,0.2,False,0.9254190541834422,True,Artesunate
CVCL_1094,plate6,Berberine (chloride hydrate),unclear,51,1.6483973264694214,0.004975124378109453,True,0,0.7907801592842457,1.0,True,1.0276268907455377,False,Relugolix
CVCL_1094,plate6,Medroxyprogesterone acetate,unclear,35,1.7885218858718872,0.029850746268656716,True,0,0.6747959943322064,0.55,False,0.9483376043281333,True,Hexylresorcinol
CVCL_1094,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,42,1.7583202123641968,0.004975124378109453,True,0,0.768102047003712,1.0,True,1.027949704093018,False,Relugolix
CVCL_1094,plate6,Sinomenine,unclear,33,1.6138386726379395,0.9303482587064676,False,0,0.6428869178804856,0.35,False,0.9629690836482505,True,Berberine (chloride hydrate)
CVCL_1094,plate6,Goserelin (acetate),unclear,40,1.7399673461914062,0.009950248756218905,True,0,0.7713013147825234,0.9,True,0.9781556899593515,True,Relugolix
CVCL_1094,plate6,Fusidic acid,unclear,41,1.6288470029830933,0.30845771144278605,False,0,0.706169677209026,1.0,True,0.9916938841030257,True,Baicalin
CVCL_1094,plate6,Balsalazide (sodium hydrate),JAK/STAT inhibitor,30,1.8985791206359863,0.004975124378109453,True,0,0.6894321080772773,0.2,False,0.8623468689661191,True,Relugolix
CVCL_1094,plate6,Cloxacillin (sodium),unclear,46,1.56196129322052,0.40298507462686567,False,0,0.6934690906796819,0.75,False,0.9870912002594632,True,Berberine (chloride hydrate)
CVCL_1094,plate6,Artesunate,JAK/STAT inhibitor,44,1.758847951889038,0.004975124378109453,True,0,0.7430647376434013,1.0,True,0.9453009394142523,True,Baicalin
CVCL_1094,plate6,Pyridoxine (hydrochloride),unclear,33,1.8627612590789795,0.014925373134328358,True,0,0.6822551710190305,0.3,False,0.9078121796329421,True,Relugolix
CVCL_1094,plate6,Folic acid,unclear,34,1.7881717681884766,0.024875621890547265,True,0,0.6901421786730978,0.35,False,0.8996493497184225,True,Relugolix
CVCL_1094,plate6,Selinexor,unclear,42,1.9057743549346924,0.004975124378109453,True,0,0.8184683698113725,1.0,True,1.0183450476112366,False,Cloxacillin (sodium)
CVCL_1094,plate6,Adenine,unclear,43,1.7517549991607666,0.004975124378109453,True,0,0.7716015615195674,0.8,True,0.9754241192456037,True,Pentagastrin
CVCL_1094,plate6,Gallic acid,Cyclooxygenase inhibitor,38,1.663330316543579,0.1791044776119403,False,0,0.7269482599069895,0.8,True,0.9665529400008566,True,Relugolix
CVCL_1094,plate6,Clonidine (hydrochloride),Adrenoceptor agonist,35,1.8603911399841309,0.004975124378109453,True,0,0.7601034077427614,0.65,False,0.9465487680465049,True,Pentagastrin
CVCL_1094,plate6,Adagrasib,RAS inhibitor,32,1.7283588647842407,0.3681592039800995,False,0,0.6640509709596082,0.45,False,0.9153903835270758,True,Berberine (chloride hydrate)
CVCL_1635,plate6,Pentagastrin,unclear,46,2.009221315383911,0.004975124378109453,True,3,0.9440656385172028,1.0,True,0.9793357775669719,True,Baicalin
CVCL_1635,plate6,Relugolix,unclear,37,1.9223848581314087,0.029850746268656716,True,0,0.8061376029446625,0.6666666666666666,False,0.9690534894832553,True,Pentagastrin
CVCL_1635,plate6,Hexylresorcinol,unclear,38,2.0120041370391846,0.004975124378109453,True,1,0.8364548486032798,0.9166666666666666,True,0.9678465276440369,True,Baicalin
CVCL_1635,plate6,Baicalin,unclear,49,1.9995938539505005,0.004975124378109453,True,0,0.9236621998807056,1.0,True,0.9627833793095549,True,Pentagastrin
CVCL_1635,plate6,Berberine (chloride hydrate),unclear,45,2.1218485832214355,0.004975124378109453,True,0,0.925601803345558,0.9166666666666666,True,0.9957596543241001,True,Baicalin
CVCL_1635,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,30,2.3106958866119385,0.004975124378109453,True,0,0.8537325115735052,0.8333333333333334,True,0.9318292929789428,True,Berberine (chloride hydrate)
CVCL_1635,plate6,Goserelin (acetate),unclear,38,2.0674948692321777,0.004975124378109453,True,1,0.8703395414401544,0.75,False,0.9136232590980053,True,Pentagastrin
CVCL_1635,plate6,Cloxacillin (sodium),unclear,35,1.9903851747512817,0.03980099502487562,True,0,0.7962871924827979,0.6666666666666666,False,0.9226160379328248,True,Baicalin
CVCL_1635,plate6,Artesunate,JAK/STAT inhibitor,33,2.075366497039795,0.024875621890547265,True,0,0.7408522843330837,0.4166666666666667,False,0.932318717232927,True,Pentagastrin
CVCL_1635,plate6,Pyridoxine (hydrochloride),unclear,35,1.951761245727539,0.06467661691542288,False,0,0.7504053480273063,0.4166666666666667,False,0.9584319356312466,True,Pentagastrin
CVCL_1635,plate6,Folic acid,unclear,35,2.132148265838623,0.004975124378109453,True,0,0.7949637563407737,0.3333333333333333,False,0.9199905132853119,True,Pentagastrin
CVCL_1635,plate6,Adenine,unclear,34,2.0254387855529785,0.009950248756218905,True,0,0.7649840984489616,0.5833333333333334,False,0.883165697241456,True,Pentagastrin
CVCL_1635,plate6,Gallic acid,Cyclooxygenase inhibitor,32,2.039644241333008,0.01990049751243781,True,0,0.7377872405895752,0.16666666666666666,False,0.9151145478197605,True,Baicalin
CVCL_0028,plate6,Relugolix,unclear,31,1.9716242551803589,0.5323383084577115,False,0,0.6847456309290454,0.0,False,0.980374899777517,True,Folic acid
CVCL_0028,plate6,Berberine (chloride hydrate),unclear,30,2.2192914485931396,0.004975124378109453,True,0,0.7564243857027046,0.5,False,0.953916407330286,True,Folic acid
CVCL_0028,plate6,Folic acid,unclear,30,2.1496009826660156,0.004975124378109453,True,1,0.7852689862089665,1.0,True,1.022397386826376,False,Berberine (chloride hydrate)
CVCL_0371,plate6,Allantoin,unclear,39,1.9522957801818848,0.004975124378109453,True,0,0.7632784316839908,0.8260869565217391,True,0.938175219025413,True,Baicalin
CVCL_0371,plate6,Olanzapine,unclear,31,1.9613006114959717,0.009950248756218905,True,0,0.7194558251733464,0.13043478260869565,False,0.8901038180185736,True,Baicalin
CVCL_0371,plate6,Pentagastrin,unclear,71,1.8228366374969482,0.004975124378109453,True,3,1.0460221902744342,1.0,True,1.1076309441264562,False,Relugolix
CVCL_0371,plate6,Lumateperone (tosylate),unclear,43,1.6761845350265503,0.13930348258706468,False,0,0.7142536756936881,0.4782608695652174,False,0.9027144053056779,True,Baicalin
CVCL_0371,plate6,Relugolix,unclear,66,1.697442889213562,0.004975124378109453,True,0,0.9096603680145063,1.0,True,1.0343940982142035,False,Pentagastrin
CVCL_0371,plate6,Hexylresorcinol,unclear,42,1.7639238834381104,0.009950248756218905,True,0,0.74358232938508,0.391304347826087,False,0.8924737148276393,True,Baicalin
CVCL_0371,plate6,Baicalin,unclear,69,1.677700161933899,0.004975124378109453,True,0,0.9180923551955905,1.0,True,1.0714401972765208,False,Pentagastrin
CVCL_0371,plate6,Berberine (chloride hydrate),unclear,67,1.6306612491607666,0.004975124378109453,True,1,0.817489437432614,0.9565217391304348,True,1.003932429928062,False,Baicalin
CVCL_0371,plate6,Medroxyprogesterone acetate,unclear,37,2.0236496925354004,0.004975124378109453,True,0,0.749050361486123,0.34782608695652173,False,1.025018848039923,False,Cloxacillin (sodium)
CVCL_0371,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,51,2.0475339889526367,0.004975124378109453,True,0,0.9551368252259029,1.0,True,1.0554442202910104,False,Baicalin
CVCL_0371,plate6,Sinomenine,unclear,45,1.7797147035598755,0.009950248756218905,True,0,0.7913856582387638,0.8260869565217391,True,0.9388772611164202,True,Baicalin
CVCL_0371,plate6,Goserelin (acetate),unclear,40,1.7196894884109497,0.08955223880597014,False,0,0.7198234098025273,0.6086956521739131,False,0.863730050023078,True,Relugolix
CVCL_0371,plate6,Fusidic acid,unclear,35,1.9500187635421753,0.004975124378109453,True,0,0.7882325690274502,0.34782608695652173,False,0.9157126937688933,True,Relugolix
CVCL_0371,plate6,Balsalazide (sodium hydrate),JAK/STAT inhibitor,46,1.9172921180725098,0.004975124378109453,True,1,0.8694778649678108,0.8260869565217391,True,0.8872716739769124,True,Pentagastrin
CVCL_0371,plate6,Cloxacillin (sodium),unclear,51,1.6618549823760986,0.01990049751243781,True,0,0.7216444734239119,0.43478260869565216,False,0.8719966961198458,True,Baicalin
CVCL_0371,plate6,Artesunate,JAK/STAT inhibitor,46,2.0477864742279053,0.004975124378109453,True,0,0.8947102954968119,1.0,True,0.9915103430811416,True,Lumateperone (tosylate)
CVCL_0371,plate6,Pyridoxine (hydrochloride),unclear,51,1.7381309270858765,0.004975124378109453,True,1,0.8303929241553718,0.782608695652174,False,0.9636507653192854,True,Relugolix
CVCL_0371,plate6,Folic acid,unclear,48,1.7806990146636963,0.004975124378109453,True,2,0.7783407678452254,0.6521739130434783,False,0.8473580804411269,True,Relugolix
CVCL_0371,plate6,Selinexor,unclear,33,2.1351048946380615,0.004975124378109453,True,1,0.7932037444427645,0.6086956521739131,False,0.9862657352592482,True,Berberine (chloride hydrate)
CVCL_0371,plate6,Adenine,unclear,52,1.7871204614639282,0.004975124378109453,True,0,0.8245804452896873,0.8260869565217391,True,0.9375930657030663,True,Baicalin
CVCL_0371,plate6,Gallic acid,Cyclooxygenase inhibitor,38,1.8161306381225586,0.009950248756218905,True,0,0.709857881259758,0.30434782608695654,False,0.8804646699256706,True,Baicalin
CVCL_0371,plate6,Clonidine (hydrochloride),Adrenoceptor agonist,41,1.8914902210235596,0.004975124378109453,True,0,0.8710787793345268,0.8260869565217391,True,0.9330352324500654,True,Pentagastrin
CVCL_0371,plate6,Adagrasib,RAS inhibitor,46,1.6502131223678589,0.12935323383084577,False,0,0.7426656687911758,0.6956521739130435,False,0.9433604798386231,True,Baicalin
CVCL_0371,plate6,8-Hydroxyquinoline,unclear,40,1.822721242904663,0.009950248756218905,True,0,0.7236849603381429,0.30434782608695654,False,0.914767474683488,True,Pentagastrin
CVCL_0332,plate6,Pentagastrin,unclear,41,1.985386610031128,0.004975124378109453,True,0,0.8673827468296469,0.3333333333333333,False,1.0368339883681155,False,Relugolix
CVCL_0332,plate6,Lumateperone (tosylate),unclear,41,1.7935422658920288,0.03980099502487562,True,0,0.7722686018291157,0.9166666666666666,True,0.9443321526526408,True,Cloxacillin (sodium)
CVCL_0332,plate6,Relugolix,unclear,44,1.8327940702438354,0.004975124378109453,True,0,0.822620751632658,0.9166666666666666,True,1.0092104942126623,False,Cloxacillin (sodium)
CVCL_0332,plate6,Hexylresorcinol,unclear,35,1.9864460229873657,0.004975124378109453,True,0,0.8191948159157294,0.8333333333333334,True,0.9847452497712048,True,Berberine (chloride hydrate)
CVCL_0332,plate6,Baicalin,unclear,37,1.8880162239074707,0.009950248756218905,True,0,0.7382511080412724,0.4166666666666667,False,0.8821860002800518,True,Berberine (chloride hydrate)
CVCL_0332,plate6,Berberine (chloride hydrate),unclear,48,1.6696867942810059,0.09950248756218906,False,0,0.7930144444394117,1.0,True,1.0273146659298749,False,Cloxacillin (sodium)
CVCL_0332,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,32,1.905206561088562,0.004975124378109453,True,0,0.7621845324243983,0.5833333333333334,False,0.9433046830335248,True,Lumateperone (tosylate)
CVCL_0332,plate6,Goserelin (acetate),unclear,37,1.88302743434906,0.014925373134328358,True,0,0.7940611526429262,0.5,False,1.0009044547513233,False,Berberine (chloride hydrate)
CVCL_0332,plate6,Cloxacillin (sodium),unclear,42,1.6991417407989502,0.11940298507462686,False,0,0.7607598635039917,0.8333333333333334,True,0.9684459461695388,True,Berberine (chloride hydrate)
CVCL_0332,plate6,Artesunate,JAK/STAT inhibitor,32,1.9558950662612915,0.03980099502487562,True,0,0.7505829319714615,0.9166666666666666,True,0.9712596811081915,True,Lumateperone (tosylate)
CVCL_0332,plate6,Folic acid,unclear,33,1.8247325420379639,0.029850746268656716,True,0,0.7802679597112304,0.5833333333333334,False,1.0019907658316196,False,Berberine (chloride hydrate)
CVCL_0332,plate6,Gallic acid,Cyclooxygenase inhibitor,32,1.8954830169677734,0.029850746268656716,True,0,0.6827609187031528,0.08333333333333333,False,0.8824130213736577,True,Cloxacillin (sodium)
CVCL_0332,plate6,Clonidine (hydrochloride),Adrenoceptor agonist,33,2.094571590423584,0.004975124378109453,True,2,0.8386192084193445,0.5833333333333334,False,0.9519501712267472,True,Berberine (chloride hydrate)
CVCL_0397,plate6,Pentagastrin,unclear,34,1.6671500205993652,0.5522388059701493,False,0,0.717577457966636,0.9375,True,0.9224633234270327,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Lumateperone (tosylate),unclear,37,1.7742040157318115,0.12437810945273632,False,0,0.7318583429361525,0.6875,False,0.8624222943678027,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Relugolix,unclear,33,1.7804011106491089,0.23383084577114427,False,0,0.7262778184423987,0.625,False,0.9173123782695441,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Hexylresorcinol,unclear,41,1.8332769870758057,0.024875621890547265,True,0,0.768082830813969,0.875,True,0.9200807666962639,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Baicalin,unclear,38,1.9195661544799805,0.009950248756218905,True,0,0.7302638148874067,0.25,False,0.9239309659933768,True,Berberine (chloride hydrate)
CVCL_0397,plate6,Berberine (chloride hydrate),unclear,49,1.6739319562911987,0.13432835820895522,False,0,0.7728678345910498,0.8125,True,1.0385787776543784,False,Clonidine (hydrochloride)
CVCL_0397,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,49,1.8213622570037842,0.009950248756218905,True,0,0.847166335700168,0.9375,True,1.0597203513290614,False,Clonidine (hydrochloride)
CVCL_0397,plate6,Goserelin (acetate),unclear,36,1.9168970584869385,0.009950248756218905,True,0,0.8100359415995856,0.9375,True,0.9615905261030476,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Fusidic acid,unclear,30,1.9398154020309448,0.05472636815920398,False,0,0.6844138949174784,0.125,False,0.856678864045492,True,Neratinib (maleate)
CVCL_0397,plate6,Balsalazide (sodium hydrate),JAK/STAT inhibitor,32,1.8679393529891968,0.024875621890547265,True,0,0.8112312903721812,0.875,True,0.9587554923251115,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Cloxacillin (sodium),unclear,35,1.8148057460784912,0.15422885572139303,False,0,0.6918187965455627,0.3125,False,0.9009599496848943,True,Berberine (chloride hydrate)
CVCL_0397,plate6,Artesunate,JAK/STAT inhibitor,41,1.944715976715088,0.009950248756218905,True,0,0.8228728079201784,0.9375,True,0.9880070666301874,True,Berberine (chloride hydrate)
CVCL_0397,plate6,Pyridoxine (hydrochloride),unclear,38,1.7330849170684814,0.11940298507462686,False,0,0.7412548954984562,0.75,False,0.9802245622221601,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Folic acid,unclear,32,1.9274132251739502,0.01990049751243781,True,0,0.7853614919402434,0.875,True,0.9488209557267372,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Selinexor,unclear,32,2.343985080718994,0.004975124378109453,True,3,0.893244281952831,1.0,True,1.0343880549281417,False,Berberine (chloride hydrate)
CVCL_0397,plate6,Adenine,unclear,38,1.8503429889678955,0.004975124378109453,True,0,0.7925964764393837,0.875,True,0.9425601754457812,True,Clonidine (hydrochloride)
CVCL_0397,plate6,Clonidine (hydrochloride),Adrenoceptor agonist,48,1.6845117807388306,0.03482587064676617,True,0,0.8834037457690335,1.0,True,1.0964319656328798,False,Lumateperone (tosylate)
CVCL_1055,plate6,Olanzapine,unclear,30,1.7619796991348267,0.12935323383084577,False,0,0.6505584688737109,0.0625,False,0.8394403858696279,True,Relugolix
CVCL_1055,plate6,Pentagastrin,unclear,42,1.8276234865188599,0.004975124378109453,True,1,0.9172669362168369,0.9375,True,0.9719132184784521,True,Relugolix
CVCL_1055,plate6,Relugolix,unclear,50,1.8358486890792847,0.004975124378109453,True,1,1.059516183505366,1.0,True,1.1176072000412243,False,Pentagastrin
CVCL_1055,plate6,Hexylresorcinol,unclear,42,1.5677661895751953,0.24378109452736318,False,0,0.7284348785319302,0.625,False,0.9476607556806991,True,Cloxacillin (sodium)
CVCL_1055,plate6,Baicalin,unclear,40,1.6783572435379028,0.029850746268656716,True,0,0.7473838530555927,0.5625,False,0.9426451619821361,True,Relugolix
CVCL_1055,plate6,Berberine (chloride hydrate),unclear,52,1.5854864120483398,0.004975124378109453,True,0,0.6859438900973399,0.1875,False,0.8949185368317165,True,Cloxacillin (sodium)
CVCL_1055,plate6,Medroxyprogesterone acetate,unclear,31,1.8484282493591309,0.04477611940298507,True,1,0.6574077991936126,0.25,False,0.8938581920549922,True,Berberine (chloride hydrate)
CVCL_1055,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,38,1.7679104804992676,0.004975124378109453,True,0,0.7457921450558226,0.25,False,0.9734004649663496,True,Berberine (chloride hydrate)
CVCL_1055,plate6,Goserelin (acetate),unclear,35,1.7184867858886719,0.024875621890547265,True,0,0.7996900584380081,0.75,False,0.9328074962899321,True,Relugolix
CVCL_1055,plate6,Fusidic acid,unclear,41,1.7534083127975464,0.004975124378109453,True,0,0.7988122731377499,0.6875,False,0.9579748306048133,True,Berberine (chloride hydrate)
CVCL_1055,plate6,Balsalazide (sodium hydrate),JAK/STAT inhibitor,33,1.9138230085372925,0.004975124378109453,True,0,0.8330096969499484,0.6875,False,0.9363613467327652,True,Relugolix
CVCL_1055,plate6,Cloxacillin (sodium),unclear,46,1.544090747833252,0.13930348258706468,False,0,0.717031074845899,0.75,False,0.9471278671645137,True,Hexylresorcinol
CVCL_1055,plate6,Artesunate,JAK/STAT inhibitor,45,1.69956636428833,0.004975124378109453,True,0,0.8194117590936799,1.0,True,1.054195105460283,False,Pentagastrin
CVCL_1055,plate6,Folic acid,unclear,37,1.8285508155822754,0.004975124378109453,True,0,0.8423348061794739,0.875,True,0.9309177646199959,True,Relugolix
CVCL_1055,plate6,Adenine,unclear,39,1.8469945192337036,0.004975124378109453,True,1,0.8251930776660931,0.8125,True,0.888990940709839,True,Relugolix
CVCL_1055,plate6,Gallic acid,Cyclooxygenase inhibitor,30,1.8567538261413574,0.004975124378109453,True,0,0.7761915654166834,0.5,False,0.8823869630586441,True,Relugolix
CVCL_1055,plate6,Adagrasib,RAS inhibitor,30,1.797154188156128,0.04477611940298507,True,0,0.67287837592474,0.125,False,0.8511841010331951,True,Hexylresorcinol
CVCL_1666,plate6,Pentagastrin,unclear,41,1.8538169860839844,0.004975124378109453,True,0,0.7954129707356944,1.0,True,0.9992739931603752,True,Folic acid
CVCL_1666,plate6,Lumateperone (tosylate),unclear,39,1.9601085186004639,0.004975124378109453,True,1,0.7097619329843039,0.13333333333333333,False,0.908175976397474,True,Relugolix
CVCL_1666,plate6,Relugolix,unclear,43,1.839596152305603,0.004975124378109453,True,0,0.7655302677035358,0.9333333333333333,True,0.9287233134835987,True,Clonidine (hydrochloride)
CVCL_1666,plate6,Hexylresorcinol,unclear,34,1.8508650064468384,0.11940298507462686,False,0,0.693818907958036,0.6666666666666666,False,0.9782666419636767,True,Folic acid
CVCL_1666,plate6,Baicalin,unclear,45,1.867619276046753,0.004975124378109453,True,0,0.8010439369571947,0.7333333333333333,False,1.0063933290131664,False,Relugolix
CVCL_1666,plate6,Berberine (chloride hydrate),unclear,33,2.105952501296997,0.004975124378109453,True,1,0.7685085339809694,0.06666666666666667,False,0.9594456892812043,True,Relugolix
CVCL_1666,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,46,2.0613157749176025,0.004975124378109453,True,1,0.8924222527709027,1.0,True,1.013292116699446,False,Relugolix
CVCL_1666,plate6,Goserelin (acetate),unclear,42,1.9468151330947876,0.004975124378109453,True,1,0.8219461565384331,1.0,True,0.9871795865493919,True,Relugolix
CVCL_1666,plate6,Fusidic acid,unclear,37,1.8402836322784424,0.05472636815920398,False,0,0.7183601116138612,0.6,False,0.9191023799007194,True,Relugolix
CVCL_1666,plate6,Balsalazide (sodium hydrate),JAK/STAT inhibitor,33,2.045758008956909,0.004975124378109453,True,0,0.743877370821508,0.13333333333333333,False,0.9096185974479303,True,Relugolix
CVCL_1666,plate6,Cloxacillin (sodium),unclear,43,1.7808510065078735,0.029850746268656716,True,0,0.7408778534527094,0.6,False,1.0068511133604745,False,Fusidic acid
CVCL_1666,plate6,Artesunate,JAK/STAT inhibitor,37,1.9588160514831543,0.004975124378109453,True,1,0.8058660838496526,0.9333333333333333,True,1.003193598952279,False,Neratinib (maleate)
CVCL_1666,plate6,Pyridoxine (hydrochloride),unclear,35,2.0312631130218506,0.004975124378109453,True,0,0.7630620446955104,0.3333333333333333,False,0.9400803909077076,True,Pentagastrin
CVCL_1666,plate6,Folic acid,unclear,38,1.7994965314865112,0.10945273631840796,False,0,0.7219932164944962,0.6666666666666666,False,0.9215135001937557,True,Relugolix
CVCL_1666,plate6,Adenine,unclear,42,1.9232860803604126,0.004975124378109453,True,0,0.7992136804366463,0.8,True,0.9755779944655356,True,Pentagastrin
CVCL_1666,plate6,Clonidine (hydrochloride),Adrenoceptor agonist,43,1.9712296724319458,0.004975124378109453,True,1,0.8270986839946572,0.8666666666666667,True,0.9364111484315416,True,Relugolix
CVCL_1731,plate6,Pentagastrin,unclear,46,2.0107221603393555,0.004975124378109453,True,0,0.9482328361477972,1.0,True,0.975185060215334,True,Adenine
CVCL_1731,plate6,Relugolix,unclear,37,1.9846773147583008,0.009950248756218905,True,0,0.7865685581211115,0.6923076923076923,False,0.8928940345312549,True,Berberine (chloride hydrate)
CVCL_1731,plate6,Hexylresorcinol,unclear,30,2.043750762939453,0.06965174129353234,False,0,0.7479990066367902,0.38461538461538464,False,0.8670272872964517,True,Berberine (chloride hydrate)
CVCL_1731,plate6,Baicalin,unclear,32,2.0774805545806885,0.01990049751243781,True,0,0.7087488945097326,0.07692307692307693,False,0.8199392743916926,True,Berberine (chloride hydrate)
CVCL_1731,plate6,Berberine (chloride hydrate),unclear,57,1.9003856182098389,0.01990049751243781,True,0,0.9699345414243036,1.0,True,1.0801610490505507,False,Folic acid
CVCL_1731,plate6,Medroxyprogesterone acetate,unclear,33,2.190269947052002,0.004975124378109453,True,0,0.7677751751586275,0.9230769230769231,True,0.9712273753004209,True,Berberine (chloride hydrate)
CVCL_1731,plate6,Neratinib (maleate),EGFR/ERBB inhibitor,54,1.9757198095321655,0.004975124378109453,True,0,0.931877227635927,1.0,True,1.0697318149845574,False,Adenine
CVCL_1731,plate6,Goserelin (acetate),unclear,33,2.1581168174743652,0.004975124378109453,True,0,0.8587331562828661,0.5384615384615384,False,0.9273065971569341,True,Adenine
CVCL_1731,plate6,Balsalazide (sodium hydrate),JAK/STAT inhibitor,30,2.194697856903076,0.009950248756218905,True,1,0.8475748593387755,0.46153846153846156,False,0.9009556409462437,True,Pentagastrin
CVCL_1731,plate6,Artesunate,JAK/STAT inhibitor,35,1.9624578952789307,0.24875621890547264,False,0,0.7708669135907221,0.6923076923076923,False,0.9112939893762532,True,Berberine (chloride hydrate)
CVCL_1731,plate6,Pyridoxine (hydrochloride),unclear,30,2.0793251991271973,0.024875621890547265,True,0,0.7404035283709424,0.3076923076923077,False,0.8156735797592135,True,Berberine (chloride hydrate)
