tier,cell_line,plate,drug,n_total,n_selection,n_strength_used,e_distance,perm_p,significant,distinctiveness
tier1_seen_conditions,CVCL_0546,plate4,Lenalidomide (hemihydrate),26,26,12,-0.006342840299472741,0.5522388059701493,False,0.01282051282051282
tier1_seen_conditions,CVCL_0546,plate4,Ritonavir,27,27,12,0.19417898267671596,0.06467661691542288,False,0.4358974358974359
tier1_seen_conditions,CVCL_0546,plate4,Pentamidine (isethionate),26,26,12,-0.15442241120037892,0.9651741293532339,False,0.7564102564102564
tier1_seen_conditions,CVCL_0546,plate4,Sulfisoxazole,28,28,12,-0.009278040671947707,0.5174129353233831,False,0.9487179487179487
tier1_seen_conditions,CVCL_0546,plate4,Norepinephrine (hydrochloride),28,28,12,0.006532525600194461,0.4427860696517413,False,0.3974358974358974
tier1_seen_conditions,CVCL_0546,plate4,Ciclopirox,24,24,12,0.08202466654486429,0.24875621890547264,False,0.9743589743589743
tier1_seen_conditions,CVCL_0546,plate4,Lidocaine (hydrochloride),27,27,12,-0.03390969757195883,0.6119402985074627,False,1.0
tier1_seen_conditions,CVCL_0546,plate4,Demeclocycline,28,28,12,0.03205300316292181,0.2885572139303483,False,0.358974358974359
tier1_seen_conditions,CVCL_0546,plate4,Mitoxantrone (dihydrochloride),25,25,12,0.03593687128020839,0.3333333333333333,False,0.782051282051282
tier1_seen_conditions,CVCL_0546,plate4,Larotrectinib,28,28,12,0.037101008284173176,0.3333333333333333,False,0.48717948717948717
tier1_seen_conditions,CVCL_0546,plate4,Busulfan,24,24,12,0.0878858878623543,0.1791044776119403,False,0.6410256410256411
tier1_seen_conditions,CVCL_0546,plate4,Cepharanthine,29,29,12,0.10726079342248696,0.06965174129353234,False,0.8846153846153846
tier1_seen_conditions,CVCL_0546,plate4,Radotinib,26,26,12,0.11275285388917489,0.15920398009950248,False,0.5256410256410257
tier1_seen_conditions,CVCL_0546,plate4,Docetaxel,26,26,12,0.029923229524934314,0.31840796019900497,False,0.7948717948717948
tier1_seen_conditions,CVCL_0546,plate4,Triclosan,29,29,12,0.03336416254164298,0.31343283582089554,False,0.717948717948718
tier1_seen_conditions,CVCL_0546,plate4,Bergenin,28,28,12,-0.12638200277923417,0.9054726368159204,False,0.5256410256410257
tier1_seen_conditions,CVCL_0546,plate4,Allantoin,29,29,12,-0.06049941687449589,0.736318407960199,False,1.0
tier1_seen_conditions,CVCL_0546,plate4,Bimatoprost,24,24,12,0.0831836379942601,0.20398009950248755,False,0.5128205128205128
tier1_seen_conditions,CVCL_0546,plate4,Triamcinolone,28,28,12,0.011689179115693449,0.4527363184079602,False,0.6153846153846154
tier1_seen_conditions,CVCL_0546,plate4,Olanzapine,27,27,12,0.09938236795580835,0.1791044776119403,False,0.6153846153846154
tier1_seen_conditions,CVCL_0546,plate4,Rimonabant,27,27,12,-0.14118015467411027,0.9601990049751243,False,0.44871794871794873
